multi_veg0,multi_shadow0,multi_water0,multi_road0,multi_building0,multi_total0,multi_veg1,multi_shadow1,multi_water1,multi_road1,multi_building1,multi_total1,multi_veg2,multi_shadow2,multi_water2,multi_road2,multi_building2,multi_total2,multi_veg3,multi_shadow3,multi_water3,multi_road3,multi_building3,multi_total3,multi_veg4,multi_shadow4,multi_water4,multi_road4,multi_building4,multi_total4,self_veg0,self_shadow0,self_water0,self_road0,self_building0,self_total0,self_veg1,self_shadow1,self_water1,self_road1,self_building1,self_total1,self_veg2,self_shadow2,self_water2,self_road2,self_building2,self_total2,self_veg3,self_shadow3,self_water3,self_road3,self_building3,self_total3,self_veg4,self_shadow4,self_water4,self_road4,self_building4,self_total4
0.9622291021671827,0.9666254635352286,0.9861286254728877,0.8234575442883324,0.7875647668393783,0.9052011004606019,0.995638629283489,0.9630086313193588,0.9656488549618322,0.8917647058823529,0.8754163890739506,0.9382954421041967,0.9329032258064517,0.8812046848856665,0.896978021978022,0.8706467661691543,0.8612680477087258,0.8886001493096042,0.9529262086513995,0.916310323762981,0.9721166032953105,0.823278163374266,0.7701492537313432,0.8869561105630599,0.9919304779639976,0.9592088998763907,0.9744245524296675,0.892041949413942,0.896595208070618,0.9428402175509232,0.9659020458772474,0.9662921348314607,0.9867507886435332,0.8364544319600499,0.8085106382978724,0.9127820079220326,0.9791154791154791,0.9594594594594595,0.9667093469910372,0.9032258064516129,0.8726790450928382,0.9362378274220854,0.9341935483870969,0.8831460674157303,0.9006168608636053,0.8598014888337469,0.8555347091932456,0.8866585349386849,0.9521378430121251,0.9231699939503931,0.9778340721975934,0.8181818181818181,0.7588279489105935,0.8860303352505047,0.990700557966522,0.9527363184079601,0.9731113956466069,0.8960096735187424,0.9008317338451696,0.9426779358770002
0.971105527638191,0.9585870889159561,0.9822335025380711,0.8564705882352941,0.8295302013422818,0.9195853817339587,0.9924433249370278,0.9393579072532698,0.9446254071661239,0.8986013986013986,0.883029073698445,0.931611422331253,0.9403973509933775,0.8580645161290322,0.8831710709318499,0.8840840840840841,0.822527832351015,0.8776489708978716,0.9315068493150684,0.8587443946188341,0.9033584647018505,0.8188529244747302,0.753956834532374,0.8532838935285715,0.9799498746867169,0.9267692307692308,0.9658284977433914,0.8892857142857142,0.8992248062015504,0.9322116247373208,0.9687890137328341,0.9613259668508287,0.9861286254728877,0.787515006002401,0.7475280158206987,0.8902573255759301,0.9773145309625997,0.9436450839328537,0.9440832249674903,0.8840161569532602,0.8405594405594407,0.9179236874751289,0.9239842726081258,0.8685082872928177,0.8917987594762232,0.8562460765850596,0.8567901234567902,0.8794655038838032,0.9435897435897437,0.8746454906409529,0.9271877087508351,0.8134078212290503,0.7697841726618705,0.8657229873744905,0.9876237623762375,0.9681846537741734,0.9828788839568802,0.8759398496240601,0.8781094527363184,0.938547320493534
0.9725343320848939,0.9603900060938452,0.9829222011385199,0.7443298969072166,0.576051779935275,0.8472456432319502,0.9987515605493134,0.9568389057750759,0.9623865110246433,0.8651336233685519,0.8714107365792759,0.9309042674593723,0.9666464523953912,0.9487804878048781,0.9347258485639686,0.8660035108250439,0.8312925170068028,0.9094897633192169,0.9486521181001284,0.9159212880143113,0.9713922441195167,0.7825613079019074,0.7207074428887251,0.8678468802049177,0.9793362554790231,0.9558732131758856,0.982521847690387,0.8145604395604397,0.8502304147465437,0.9165044341304558,0.9730745147150909,0.9603900060938452,0.9803174603174604,0.7737306843267109,0.6894545454545455,0.8753934421815305,0.9981285090455396,0.9491930663478781,0.9480604865220249,0.8633615477629989,0.856036152356359,0.9229559524069603,0.9696233292831107,0.9444105070250458,0.9342019543973942,0.8686514886164624,0.8373042886317222,0.9108383135907471,0.9487666034155599,0.9075425790754257,0.9635678391959799,0.8024830699774267,0.7526576895818567,0.8750035562492497,0.9836683417085428,0.9627791563275433,0.9881026925485286,0.8238482384823849,0.8566453859547302,0.9230087630043459
0.9651307596513076,0.9437799043062199,0.9730423620025674,0.8705035971223021,0.8288770053475936,0.916266725685998,1.0,0.9417304296645085,0.9508196721311475,0.8600723763570567,0.855072463768116,0.9215389883841658,0.9905838041431261,0.9239766081871346,0.9260493004663558,0.8781636256621542,0.8229792919171677,0.9083505260751876,0.9498412698412698,0.904286553141515,0.9685695958948044,0.8012345679012346,0.7828904731043421,0.8813644919766331,0.9836272040302266,0.9245049504950494,0.9593908629441624,0.8355091383812011,0.8637440758293838,0.9133552463360046,0.9556400506970849,0.9575242718446603,0.9829005699810005,0.6973058637083993,0.5253456221198156,0.8237432756701921,0.9956440572495334,0.923532898636633,0.9329794293297944,0.8428053204353084,0.8362459546925565,0.9062415320687652,0.9730392156862746,0.9428055388320289,0.9254901960784313,0.8564476885644767,0.8388780169602088,0.907332131224284,0.950191570881226,0.91500904159132,0.9675778766687857,0.783768760422457,0.7312900926585888,0.8695674684444756,0.9817953546767106,0.9447174447174448,0.9742623979912116,0.7912552891396333,0.8371040723981901,0.905826911784638
0.9635678391959799,0.9605425400739827,0.9823899371069182,0.8691476590636255,0.8366013071895425,0.9224498565260097,0.9709228824273073,0.9494826536822886,0.9784537389100126,0.8773875539125077,0.8742058449809402,0.9300905347826113,0.9723076923076923,0.9420989143546441,0.9382879893828799,0.8802395209580838,0.8480519480519481,0.9161972130110496,0.9574726609963548,0.8970223325062036,0.9455022980958635,0.7657492354740061,0.7714646464646465,0.867442234707415,0.963855421686747,0.9591964846202133,0.9772151898734178,0.8971246006389776,0.8951310861423222,0.9385045565923356,0.9599499374217771,0.9548546691403834,0.9861111111111112,0.8740298507462686,0.8309305373525557,0.9211752211544192,0.9790209790209791,0.9496664645239539,0.9733502538071066,0.8704856787048567,0.8746867167919801,0.9294420185697752,0.9723076923076923,0.9447115384615384,0.9425742574257426,0.8789885611077664,0.8456026058631921,0.9168369310331864,0.9561561561561562,0.9043698543381887,0.9584954604409858,0.7997609085475196,0.7916937053861128,0.8820952169737926,0.9767441860465116,0.9671302149178255,0.9855618330194602,0.8942245295262816,0.9006060606060607,0.9448533648232279
0.9619771863117871,0.9591214154972545,0.9848101265822785,0.8626760563380282,0.8285523682454969,0.919427430594969,1.0,0.9296920395119118,0.9333333333333333,0.9013747758517634,0.8950863213811422,0.93189729401563,0.9752380952380952,0.9340400471142521,0.9336870026525199,0.8843217850851438,0.8298153034300791,0.9114204467040181,0.9678615574783684,0.889406286379511,0.9124236252545825,0.7861339600470034,0.7548690396239087,0.8621388937566749,0.9833024118738405,0.9310137972405519,0.9481286933683519,0.8799034399517199,0.8736979166666667,0.9232092518202262,0.9574468085106383,0.9463171036204744,0.9874371859296482,0.8227848101265822,0.7414965986394557,0.8910965013653599,0.9517601043024772,0.911377245508982,0.9620733249051834,0.8583586626139819,0.8604206500956022,0.9087979974852454,0.9612015018773467,0.9325513196480938,0.9384513567174056,0.8784266984505363,0.8514588859416446,0.9124179525270053,0.9370546318289786,0.8865598027127005,0.9327115256495668,0.7903030303030303,0.7660401814646792,0.862533834391791,0.9876084262701363,0.9702343255224826,0.9887359198998749,0.7694524495677234,0.8281164195496981,0.9088295081619829
0.965686274509804,0.9628712871287128,0.9867507886435332,0.8002232142857143,0.7156363636363636,0.8862335856408255,0.9981285090455396,0.9395734597156399,0.93687707641196,0.8430079155672824,0.8613744075829384,0.9157922736646722,0.9814585908529048,0.9368610944076968,0.9324590163934426,0.8348134991119005,0.8053156146179402,0.8981815630767769,0.9661121380160198,0.9243379571248423,0.9707893101305158,0.7902813299232738,0.8046971569839306,0.8912435784357164,0.976629766297663,0.9573283858998144,0.9836888331242158,0.8683151236342725,0.8384831460674158,0.9248890510046762,0.962645437844458,0.9601990049751244,0.9842668344870987,0.789563244469654,0.7121535181236673,0.8817656079800006,0.9981285090455396,0.9387997623291742,0.9403973509933775,0.8289384719405003,0.8568115942028987,0.9126151377022981,0.98328173374613,0.9430992736077483,0.9399477806788511,0.7967067764407852,0.7916152897657213,0.8909301708478471,0.9436352121595947,0.905,0.9661538461538461,0.8078134845620668,0.8129272840273462,0.8871059653805706,0.9827586206896551,0.9376890502117363,0.9641943734015346,0.861193148257531,0.8444747612551161,0.9180619907631148
0.9650092081031308,0.9530201342281879,0.9796178343949045,0.8645771732702542,0.8157715839564921,0.9155991867905938,0.9968847352024921,0.9290780141843973,0.9375830013280213,0.8790123456790123,0.8852251109701966,0.9255566414728239,0.987546699875467,0.9163300634737449,0.957764782326186,0.8239478363959691,0.802787456445993,0.8976753677034721,0.9599514563106796,0.91527446300716,0.9624352331606219,0.7864488808227466,0.7437457741717377,0.8735711614945892,0.9863523573200993,0.9417417417417417,0.9611398963730571,0.8744534665833854,0.8795944233206591,0.9286563770677885,0.9493975903614459,0.9646621202727836,0.9855072463768116,0.8004362050163576,0.673813169984686,0.874763266402417,0.9956440572495334,0.9406880189798339,0.9431968295904887,0.7963483146067416,0.8377614471452798,0.9027277335143754,0.9875311720698254,0.9370880766926302,0.9378678875081753,0.7213740458015268,0.7183271832718326,0.8604376730687981,0.9503722084367245,0.8972204266321914,0.9429097605893186,0.7916402786573781,0.7862829148805879,0.8736851178392401,0.9705159705159706,0.9523809523809522,0.9830295411690761,0.8687679083094556,0.8283261802575107,0.920604110526593
0.9373881932021466,0.9600491702519975,0.9854706253948199,0.8559270516717326,0.784741144414169,0.904715236986973,0.9962593516209476,0.9461584996975196,0.9542483660130718,0.8658227848101265,0.8781383955909369,0.9281254795465204,0.9722050648548487,0.9302052785923753,0.9221476510067115,0.888888888888889,0.8736507936507937,0.9174195353987236,0.9461827284105131,0.9019362898188632,0.958128078817734,0.8269689737470167,0.8101265822784811,0.8886685306145217,0.9285714285714285,0.9359430604982207,0.978994271164863,0.8841722255912675,0.8359264497878359,0.9127214871227232,0.9523227383863081,0.9515738498789347,0.9815873015873016,0.8785498489425981,0.8232118758434548,0.9174491229277194,0.9833846153846154,0.9363474122546104,0.9382879893828799,0.8481262327416174,0.8559423769507802,0.9124177253429007,0.9689826302729528,0.9237041351193943,0.9194630872483222,0.8801498127340824,0.8651044965167828,0.911480832378307,0.9482323232323232,0.898136645962733,0.9563076923076922,0.814993954050786,0.8015717092337917,0.8838484649574652,0.9252669039145908,0.9375371802498512,0.9770408163265306,0.8848704038577456,0.829302987197724,0.9108036583092883
0.9644859813084112,0.9343583678296866,0.9637774902975421,0.8521332554061952,0.7961299239806496,0.9021770037644969,0.9993746091307067,0.9424332344213651,0.9466754443712969,0.8748481166464155,0.8716956802063184,0.9270054169552205,0.9631940112289457,0.9321637426900585,0.9425742574257426,0.8596287703016241,0.8135359116022098,0.902219338649716,0.9523212045169385,0.9135071090047393,0.9690721649484536,0.7517284726587051,0.7504761904761905,0.8674210283210053,0.9762796504369537,0.8976744186046511,0.93687707641196,0.8693467336683417,0.8728652751423149,0.9106086308528443,0.9236276849642006,0.9253380364491476,0.978343949044586,0.8755162241887905,0.7452135493372607,0.8896078887967971,0.987045033929673,0.9453453453453453,0.9508196721311475,0.8612143742255266,0.8533333333333333,0.9195515517930052,0.959748427672956,0.9129438717067583,0.9164420485175202,0.8615782664941786,0.8555691554467565,0.9012563539676339,0.9421487603305785,0.8923076923076922,0.9589209074187616,0.8061831153388823,0.7777031564808596,0.8754527263753549,0.9,0.9263157894736842,0.9886363636363635,0.8684684684684685,0.8066618392469226,0.8980164921650878
