super_veg1,super_shadow1,super_water1,super_road1,super_building1,super_total1,super_veg2,super_shadow2,super_water2,super_road2,super_building2,super_total2,super_veg3,super_shadow3,super_water3,super_road3,super_building3,super_total3,super_veg4,super_shadow4,super_water4,super_road4,super_building4,super_total4
0.9755178907721281,0.9534883720930233,0.980367321089297,0.7827089337175793,0.7320082248115147,0.8848181484967086,0.9956440572495334,0.9760295021511985,0.9796178343949045,0.8667079975201489,0.8629185091598232,0.9361835800951217,0.9683698296836982,0.9223529411764706,0.8986301369863013,0.8817733990147784,0.8651399491094147,0.9072532511941327,0.968058968058968,0.9186351706036746,0.9535452322738386,0.7939698492462312,0.7901234567901235,0.884866535394567
0.9736034376918354,0.9625000000000001,0.9803424223208624,0.9229864785420341,0.8948425987943738,0.9468549874698211,0.9950248756218906,0.9844042420461635,0.9887076537013803,0.9057057057057057,0.8954248366013072,0.9538534627352895,0.9873417721518987,0.9590361445783133,0.9667519181585678,0.905852417302799,0.9014778325123154,0.9440920169407788,0.982716049382716,0.9597989949748743,0.9773299748110831,0.9095354523227384,0.9053708439897699,0.9469502630962363
0.9677419354838709,0.9017805858701896,0.9145183175033922,0.8761792452830188,0.8354773188896413,0.8991394806060227,0.9658284977433914,0.9560789306174411,0.965559655596556,0.8980084490042246,0.8614420062695924,0.9293835078462411,0.9876543209876543,0.9397590361445783,0.9591836734693877,0.8433734939759036,0.7989276139410187,0.9057796277037085,0.9825436408977556,0.9170731707317075,0.9545454545454546,0.7766497461928934,0.7769423558897244,0.8815508736515071
0.9739454094292804,0.9620098039215687,0.9854522454142948,0.9061175045427015,0.8792650918635171,0.9413580110342725,0.9950248756218906,0.9788557213930348,0.9830081812460667,0.924422236102436,0.9209535759096612,0.9604529180546179,0.99,0.968058968058968,0.9744897959183673,0.9090909090909091,0.8938271604938272,0.9470933667124144,0.977667493796526,0.9537712895377128,0.9769820971867007,0.9027431421446384,0.8984771573604061,0.9419282360051968
0.9645120405576679,0.9564691656590085,0.9804908747640025,0.8002238388360381,0.728448275862069,0.8860288391357571,0.9981285090455396,0.9349253731343284,0.9389920424403183,0.902291917973462,0.9048843187660669,0.9358444322719431,0.9683698296836982,0.9509043927648578,0.942643391521197,0.8740359897172236,0.8640776699029127,0.920006254717978,0.9826302729528535,0.9095354523227384,0.9246753246753247,0.857843137254902,0.8455696202531644,0.9040507614917968
0.9694002447980415,0.9614427860696518,0.9816571790006325,0.898446833930705,0.8702594810379243,0.9362413049673911,0.9968808484092326,0.9622166246851385,0.9663341645885287,0.9100719424460432,0.8939492517891997,0.9458905663836286,0.9900497512437811,0.9597989949748743,0.9751243781094527,0.921951219512195,0.9072164948453608,0.950828167737133,0.9826302729528535,0.9554455445544553,0.9744897959183673,0.9054726368159204,0.9072681704260652,0.9450612841335324
0.9602484472049689,0.9511754068716094,0.9770408163265306,0.8867699642431466,0.8430976430976431,0.9236664555487797,0.9882498453927026,0.961611076148521,0.9677419354838709,0.8977832512315271,0.8857509627727856,0.9402274142058816,0.9660194174757281,0.9514563106796116,0.9304812834224598,0.8780487804878048,0.8520408163265306,0.915609321678427,0.9775561097256857,0.945,0.9724310776942355,0.8249400479616307,0.8146214099216711,0.9069097290606447
0.9761606022584693,0.9625996321275291,0.9811320754716981,0.905613818630475,0.8900255754475703,0.9431063407871485,0.9943995021779715,0.9893550407013151,0.9937421777221527,0.9188514357053683,0.9135338345864662,0.9619763981786548,0.9802955665024631,0.9682151589242053,0.9556135770234987,0.9014778325123154,0.8787878787878789,0.9368780027500723,0.98,0.9701492537313433,0.9899497487437187,0.8899521531100477,0.8795811518324608,0.9419264614835141
0.9598997493734336,0.9518072289156626,0.9810126582278481,0.8642691415313225,0.8124999999999999,0.9138977556096534,0.9918290383406663,0.9520921770770163,0.9651162790697675,0.8945835760046593,0.8869565217391304,0.938115518446248,0.982716049382716,0.9486552567237163,0.9254498714652956,0.8316326530612245,0.8098765432098766,0.8996660747685657,0.9707317073170733,0.9024390243902439,0.9329896907216496,0.8321167883211679,0.8188976377952756,0.891434969709082
0.9676237018937079,0.9651307596513076,0.984848484848485,0.895,0.8722186904005086,0.9369643273588019,0.995638629283489,0.9845201238390093,0.988621997471555,0.9157959434542101,0.9089751750477404,0.9587103738192008,0.9851485148514851,0.9493975903614459,0.9642857142857143,0.912621359223301,0.8806366047745358,0.9384179566992965,0.9850746268656716,0.9340101522842639,0.9609756097560974,0.9004975124378108,0.8979591836734694,0.9357034170034626
0.9686539643515673,0.9701492537313433,0.9830721003134796,0.7837681159420291,0.7224913494809688,0.8856269567638776,0.985811227637261,0.9683426443202979,0.9728020240354207,0.8714622641509434,0.8464118041582831,0.9289659928604413,0.9707317073170733,0.9445783132530121,0.9457364341085273,0.84375,0.8168316831683168,0.904325627569386,0.9675810473815462,0.9129411764705883,0.9304812834224598,0.8689655172413794,0.8383561643835615,0.9036650377799071
0.9745815251084935,0.9681449094316054,0.9799498746867169,0.9055453991468617,0.8883150419625565,0.9433073500672469,0.9956440572495334,0.9765970904490828,0.9795412275263485,0.9013367281985996,0.9004914004914005,0.950722100782993,0.995,0.9455445544554456,0.9625935162094762,0.9140049140049139,0.8814432989690721,0.9397172567277815,0.972972972972973,0.9576059850374063,0.9822784810126582,0.8916256157635468,0.8900255754475703,0.938901726046831
0.9490909090909091,0.9457562220804083,0.9835858585858586,0.8592684438933664,0.8373266078184112,0.9150056082937906,0.9950186799501868,0.9487643158529235,0.9542483660130718,0.7955292570677186,0.818289786223278,0.9023700810214357,0.982716049382716,0.9397590361445783,0.9285714285714285,0.8491048593350383,0.8312342569269522,0.9062771260721425,0.9802955665024631,0.886255924170616,0.9071038251366119,0.8108108108108107,0.7919799498746867,0.8752892152990378
0.972972972972973,0.9675810473815462,0.979746835443038,0.8974042027194067,0.8738853503184713,0.9383180817670871,0.9944064636420137,0.9753320683111956,0.9845009299442034,0.8872180451127819,0.8894440974391005,0.9461803208898591,0.9900497512437811,0.9751243781094527,0.9825436408977556,0.9242424242424242,0.9172932330827068,0.9578506855152242,0.9826302729528535,0.9629629629629629,0.9770992366412213,0.9064748201438848,0.9005235602094239,0.9459381705820692
0.9782202862476664,0.964923076923077,0.984848484848485,0.8778492109877265,0.8377460964019008,0.9287174310817711,0.9962640099626401,0.9656893325015595,0.9712140175219024,0.8360748723766308,0.8,0.9138484464725466,0.966183574879227,0.9528535980148883,0.9333333333333333,0.8532110091743119,0.8067226890756303,0.9024608408954781,0.9509043927648578,0.9072681704260652,0.9563106796116505,0.8240534521158129,0.7762039660056659,0.8829481321848105
0.9752475247524752,0.9601494396014943,0.9835858585858586,0.8886213124623721,0.8649706457925636,0.9345149562389526,0.9968808484092326,0.9636591478696742,0.969508400746733,0.9149315883402737,0.9028420356906808,0.9495644042113189,0.99009900990099,0.9772151898734178,0.982716049382716,0.9112709832134291,0.8865435356200527,0.9495689535981211,0.9900497512437811,0.968058968058968,0.9899497487437187,0.8807785888077859,0.869109947643979,0.9395894008996465
0.96241528034504,0.9663492063492064,0.9753997539975401,0.9048723897911832,0.8608815426997245,0.9339836346365389,0.9679370840895342,0.9484924623115578,0.9538653366583542,0.8588957055214724,0.8244575936883628,0.9107296364538562,0.9732360097323601,0.9533169533169534,0.9378238341968912,0.8756218905472637,0.8578680203045685,0.9195733416196074,0.97,0.9242053789731052,0.9540816326530612,0.8206388206388205,0.7959183673469388,0.8929688399223851
0.9808049535603716,0.9668956901936291,0.9811320754716981,0.9163154726068634,0.8962818003913894,0.9482859984447903,0.9956440572495334,0.9736034376918354,0.9789674952198854,0.9177750906892381,0.9110966904607398,0.9554173542622465,0.9876543209876543,0.9698492462311558,0.9798994974874371,0.9099756690997567,0.8917525773195877,0.9478262622251182,0.9752475247524752,0.9651741293532338,0.98989898989899,0.8984771573604061,0.9059405940594061,0.9469476790849021
0.9671302149178255,0.9483910139647844,0.9612205975842338,0.8542713567839195,0.8331257783312578,0.9128277923164042,0.995638629283489,0.9661341853035145,0.9736680955296999,0.8871493803000653,0.891826923076923,0.9428834426987384,0.9875930521091811,0.9116279069767441,0.8894736842105263,0.869158878504673,0.8133704735376044,0.8942447990677458,0.9701492537313433,0.9304556354916066,0.9796954314720813,0.8441247002398082,0.8216216216216216,0.9092093285112923
0.9717868338557993,0.9616087751371115,0.9842668344870987,0.907305095150399,0.8848641655886157,0.9419663408438048,0.9975062344139651,0.9783817171093269,0.9854153455928979,0.905055487053021,0.9074778200253486,0.9547673208389118,0.9974937343358395,0.9631449631449631,0.9746192893401014,0.9211822660098523,0.8984771573604061,0.9509834820382326,0.9875311720698254,0.9704433497536945,0.9847715736040609,0.889423076923077,0.8825065274151436,0.9429351399531601
0.9801488833746899,0.9604863221884498,0.9757033248081841,0.7907284768211921,0.7956860395446376,0.9005506093474306,0.9974968710888611,0.9643296432964329,0.965034965034965,0.9108669108669109,0.9060702875399361,0.9487597355654211,0.9754901960784313,0.9595959595959594,0.9441624365482233,0.8701923076923077,0.849740932642487,0.9198363665114816,0.9476190476190477,0.8946015424164524,0.9444444444444445,0.7878787878787878,0.7819548872180451,0.8712997419153555
0.9623224212476836,0.9642857142857143,0.9835651074589128,0.9109630526953362,0.868766404199475,0.9379805399774244,0.9968808484092326,0.9781659388646289,0.9836888331242158,0.9149596523898199,0.908747640025173,0.956488582562614,0.9975062344139651,0.9850746268656716,0.9847715736040609,0.9045226130653266,0.8938271604938272,0.9531404416885703,0.9800995024875623,0.955,0.9822784810126582,0.8894348894348894,0.8838383838383839,0.9381302513546987
0.9585870889159561,0.9583592293349905,0.9796437659033079,0.8685121107266436,0.8191268191268192,0.9168458028015434,0.9768009768009769,0.9819763828464885,0.9861635220125786,0.8681177976952625,0.8569643972517176,0.9340046153214048,0.9779951100244498,0.9393139841688654,0.932367149758454,0.886255924170616,0.8617021276595745,0.919526859156392,0.9622166246851385,0.9294403892944039,0.9724310776942355,0.7468030690537084,0.7512437810945273,0.8724269883644028
0.9771463866584311,0.9722050648548487,0.9777211966900063,0.9044740024183796,0.8887443070917372,0.9440581915426807,0.9981285090455396,0.9836683417085428,0.9881619937694703,0.9128014842300556,0.9109286165508528,0.9587377890608922,0.9802955665024631,0.9850746268656716,0.9692307692307691,0.9073170731707316,0.8928571428571429,0.9469550357253558,0.9801980198019802,0.9607843137254902,0.9924433249370278,0.8977556109725685,0.9025641025641025,0.9467490744002339
0.9529942047649711,0.9529553679131485,0.9815873015873016,0.8748538011695907,0.8231382978723405,0.9171057946614705,0.9937578027465668,0.9405532666274279,0.9389920424403183,0.8823529411764706,0.8813559322033897,0.9274023970388346,0.9754901960784313,0.9352517985611511,0.9144385026737968,0.8551401869158879,0.809651474530831,0.8979944317520195,0.9473684210526316,0.8872180451127819,0.9491525423728814,0.8248847926267281,0.7830985915492957,0.8783444785428637
0.968065122103945,0.9638258736971184,0.9842072015161086,0.8818011257035646,0.8679245283018868,0.9331647702645247,0.9956440572495334,0.9863013698630136,0.9924717691342535,0.9245861434702636,0.9206145966709347,0.9639235872775997,0.9949748743718593,0.9747474747474748,0.9753694581280788,0.9326923076923077,0.9166666666666666,0.9588901563212776,0.977667493796526,0.9363867684478372,0.9679012345679012,0.8878048780487805,0.884318766066838,0.9308158281855765
0.9508982035928143,0.9645742697327532,0.9765377298668357,0.8599423631123918,0.7877927608232789,0.9079490654256149,0.9785932721712538,0.9713922441195167,0.9813895781637718,0.863716814159292,0.8323232323232324,0.9254830281874133,0.9949748743718593,0.9176470588235294,0.9139784946236558,0.8755980861244019,0.8423772609819121,0.9089151549850717,0.9704433497536945,0.9437652811735943,0.9769820971867007,0.7828418230563002,0.8076009501187649,0.8963267002578109
0.9753390875462392,0.9622166246851385,0.9841872232764074,0.9178743961352657,0.8963296844816484,0.9471894032249398,0.9962640099626401,0.9794392523364486,0.982367758186398,0.9138991389913899,0.9053968253968254,0.9554733969747403,0.9925558312655086,0.977667493796526,0.984848484848485,0.912718204488778,0.9017632241813602,0.9539106477161315,0.9802955665024631,0.9696969696969697,0.9924812030075189,0.8677248677248677,0.8836104513064132,0.9387618116476466
0.9545729860690491,0.9618226600985221,0.9836065573770492,0.8596273291925466,0.8136036625245257,0.9146466390523386,0.9944064636420137,0.9721166032953105,0.9813895781637718,0.8222643896268185,0.828395061728395,0.919714419291262,0.9949748743718593,0.9370277078085644,0.9507389162561576,0.7851851851851852,0.766497461928934,0.8868848291101401,0.9670886075949366,0.9287469287469287,0.97,0.7926509186351706,0.8105515587529976,0.8938076027460067
0.9844236760124611,0.9674647022713321,0.982367758186398,0.8934579439252336,0.87730451366815,0.9410037188127148,0.9962640099626401,0.9881767268201619,0.9937185929648241,0.9213341724354942,0.9202988792029888,0.9639584762772218,1.0,0.9701492537313433,0.9770992366412213,0.9215686274509804,0.9068010075566751,0.9551236250760441,0.9707317073170733,0.9381443298969071,0.9727047146401985,0.8978622327790974,0.888888888888889,0.9336663747044331
0.9615861214374226,0.9308700834326579,0.9576547231270358,0.7376171352074966,0.7444907683144729,0.8664437663038173,0.9937888198757764,0.9744245524296675,0.9785144260282382,0.8753148614609572,0.875077688004972,0.9394240695599223,0.9779951100244498,0.9535452322738386,0.9454545454545455,0.8708133971291867,0.8496042216358839,0.9194825013035809,0.9347258485639686,0.8733031674208144,0.9591836734693877,0.8215158924205378,0.8074866310160429,0.8792430425781501
0.9679043423536816,0.9555149299207801,0.9835858585858586,0.9010448678549478,0.878768441308531,0.9373636880047599,0.9950186799501868,0.9752066115702479,0.9802469135802468,0.8854568854568854,0.888888888888889,0.9449635958892911,0.995,0.9720101781170483,0.972972972972973,0.9200968523002421,0.9095607235142118,0.9539281453808951,0.9775561097256857,0.965,0.982367758186398,0.8900255754475703,0.8905109489051095,0.9410920784529528
