multi_veg0,multi_shadow0,multi_water0,multi_road0,multi_building0,multi_total0,multi_veg1,multi_shadow1,multi_water1,multi_road1,multi_building1,multi_total1,multi_veg2,multi_shadow2,multi_water2,multi_road2,multi_building2,multi_total2,multi_veg3,multi_shadow3,multi_water3,multi_road3,multi_building3,multi_total3,multi_veg4,multi_shadow4,multi_water4,multi_road4,multi_building4,multi_total4,multi_veg5,multi_shadow5,multi_water5,multi_road5,multi_building5,multi_total5,multi_veg6,multi_shadow6,multi_water6,multi_road6,multi_building6,multi_total6,multi_veg7,multi_shadow7,multi_water7,multi_road7,multi_building7,multi_total7,self_veg0,self_shadow0,self_water0,self_road0,self_building0,self_total0,self_veg1,self_shadow1,self_water1,self_road1,self_building1,self_total1,self_veg2,self_shadow2,self_water2,self_road2,self_building2,self_total2,self_veg3,self_shadow3,self_water3,self_road3,self_building3,self_total3,self_veg4,self_shadow4,self_water4,self_road4,self_building4,self_total4,self_veg5,self_shadow5,self_water5,self_road5,self_building5,self_total5,self_veg6,self_shadow6,self_water6,self_road6,self_building6,self_total6,self_veg7,self_shadow7,self_water7,self_road7,self_building7,self_total7
0.9597069597069596,0.9665841584158416,0.9823455233291298,0.6190155091031693,0.6440071556350626,0.8343318612380325,0.9678249678249679,0.8897550111358574,0.92904953145917,0.8621103117505995,0.8548387096774194,0.9007157063696029,0.9596628537025886,0.8345021037868163,0.854035489410418,0.8409669211195929,0.8268506900878294,0.8632036116214491,0.9390769230769231,0.8356909684439607,0.8400576368876082,0.7501267105930055,0.5595238095238096,0.7848952097050613,0.9862155388471178,0.9306071871127635,0.9594333547971668,0.7850029291154071,0.7830065359477125,0.8888531091640335,0.9677811550151976,0.9560723514211886,0.8649592549476136,0.9090909090909091,0.8115737473535638,0.9018954835656946,0.9118683901292597,0.9312302839116718,0.9100391134289441,0.8678592036930178,0.8284923928077456,0.8898978767941278,0.815294880103694,0.8302961275626424,0.9506024096385542,0.8304297328687573,0.7217589082638362,0.8296764116874968,0.9745499689633768,0.9696218226906387,0.9836683417085428,0.7093596059113302,0.6897435897435897,0.8653886658034957,0.9981214777708203,0.9178632969557726,0.92904953145917,0.8732394366197184,0.8579234972677596,0.9152394480146483,0.9479485609308023,0.8363384188626908,0.8739884393063584,0.8476420798065296,0.8371187540558079,0.8686072505924378,0.9238269347958561,0.8315217391304348,0.841648590021692,0.7376263970196912,0.5648369132856007,0.7798921148506549,0.987389659520807,0.9240121580547113,0.9520103761348897,0.7961972667855021,0.794041450777202,0.8907301822546224,0.9702127659574469,0.95,0.8448179271708683,0.899830220713073,0.7063555913113434,0.8742433010305464,0.9178001182732112,0.9419035846724351,0.9165023011176858,0.8930288461538461,0.8685258964143425,0.9075521493263041,0.8310322156476003,0.8340034462952327,0.9532934131736527,0.8151071025930101,0.7032457496136012,0.8273363854646193
0.9681050656660413,0.8955732122587968,0.9041095890410958,0.8738532110091743,0.8320557491289198,0.8947393654208056,0.9949937421777222,0.9307737056428157,0.9254533243787776,0.8956422018348623,0.8758620689655173,0.9245450085999389,0.976456009913259,0.8866554997208264,0.8603988603988605,0.8603351955307262,0.8137044967880087,0.879510012470336,0.9505192425167991,0.809297411516112,0.7832699619771863,0.8126094570928195,0.7711511789181692,0.8253694504042172,0.975,0.8701442841287458,0.8620199146514936,0.8845928529584065,0.8686868686868686,0.8920887840851028,0.9708383961117861,0.8253443526170798,0.9329794293297944,0.7088319088319087,0.7329678935003915,0.8341923960781922,0.9296116504854369,0.9429611650485437,0.910299003322259,0.8738081884464386,0.8347457627118645,0.8982851540029085,0.9517684887459807,0.9089820359281438,0.9546302050963331,0.8055395268320831,0.7676203768318213,0.8777081266868725,0.9693941286695815,0.9638701775872627,0.9860759493670886,0.5449358059914409,0.6345291479820628,0.8197610419194873,0.9633440514469455,0.8824833702882484,0.9283322170127261,0.7727554179566564,0.7462491846053491,0.8586328482619849,0.9656441717791411,0.910133843212237,0.9109034267912772,0.7235543018335683,0.7772778402699663,0.857502716777238,0.8694138131166569,0.7967313585291113,0.7832699619771863,0.6390605686032138,0.5165945165945166,0.7210140437641369,0.9823008849557522,0.9347037484885128,0.9594855305466238,0.8086956521739131,0.8142589118198875,0.8998889455969379,0.975609756097561,0.9338146811070999,0.9614890885750963,0.8923253150057274,0.8529616724738677,0.9232401026518705,0.9283564118001204,0.8682983682983683,0.8960619754680439,0.8535754824063564,0.725609756097561,0.85438039881409,0.8336812804453724,0.8283049917718048,0.9606396063960638,0.6806975345760674,0.6299104066161269,0.7866467639610871
0.8634560906515582,0.9574336829117828,0.9811557788944724,0.8012786361214704,0.5310043668122271,0.8268657110783022,0.9975062344139651,0.9303423848878395,0.92904953145917,0.8463837417812313,0.8221498371335505,0.9050863459351512,0.9701765063907486,0.8926401080351114,0.9018912529550827,0.8501424501424502,0.8047585724282715,0.8839217779903329,0.9455205811138013,0.8644597126795752,0.9042821158690176,0.7664155005382132,0.6641045349730976,0.8289564890347411,0.9523809523809526,0.9174418604651162,0.92904953145917,0.8544378698224853,0.8140635564570655,0.8934747541169579,0.9535160905840286,0.9459815546772068,0.9111922141119221,0.8862745098039215,0.8101818181818183,0.9014292374717795,0.9334170854271356,0.9187460012795905,0.867966573816156,0.8612221587664192,0.7313317936874518,0.8625367225953506,0.9528475199020208,0.9406118776244752,0.9657401422107305,0.7928858290304073,0.7262411347517732,0.8756653007038813,0.8708403835307389,0.9654320987654321,0.981772470144563,0.7983453981385729,0.4879852125693161,0.8208751126297248,0.9993753903810119,0.9348209042865532,0.92904953145917,0.7856668878566689,0.8070796460176991,0.8911984720002206,0.9702127659574469,0.9121887287024901,0.9182313749242883,0.8559861191440139,0.8129744651483781,0.8939186907753234,0.9123831775700935,0.8293929712460064,0.8822085889570552,0.7703782631859349,0.625,0.803872600191818,0.9640644361833953,0.8702374378796246,0.8644428672817601,0.8436018957345972,0.817320703653586,0.8719334681465927,0.9450679267572357,0.9424983476536682,0.9638554216867469,0.9014891179839633,0.8973487423521413,0.9300519112867512,0.932245922208281,0.9283449587824985,0.8802259887005649,0.8373663477771526,0.7176287051482059,0.8591623845233405,0.9488139825218477,0.9327781082688875,0.9657401422107305,0.7955431754874652,0.7272727272727273,0.8740296271523316
0.9686716791979949,0.937799043062201,0.9617131732641142,0.773142112125163,0.7845503922751961,0.8851752799849338,0.9993746091307067,0.9340338587273789,0.9283322170127261,0.8688327316486161,0.8597521200260926,0.9180651073091042,0.9661654135338346,0.8705234159779615,0.8372093023255813,0.8280701754385965,0.8063872255489022,0.8616711065649751,0.9499691167387276,0.8538942581011939,0.8740323715693173,0.7199511897498476,0.706786171574904,0.8209266215467981,0.9713574097135741,0.8803561491374513,0.8684582743988684,0.8438456827924066,0.8283870967741935,0.8784809225632989,0.9742647058823529,0.8726851851851852,0.9035667107001321,0.8228713486637664,0.9096901779828609,0.8966156256828596,0.9523212045169385,0.9422001243008079,0.951715374841169,0.8184196755625327,0.7286585365853658,0.8786629831613627,0.953768207726409,0.9331756357185097,0.9664082687338501,0.7180451127819548,0.7112232030264817,0.8565240855974412,0.8366394399066511,0.9482220835932625,0.9700063816209318,0.8154555940023068,0.5817655571635311,0.8304178112573367,0.9981238273921201,0.8958566629339305,0.9283322170127261,0.8074534161490683,0.8240740740740741,0.8907680395123837,0.9611041405269762,0.9220701963117192,0.9440514469453376,0.850412249705536,0.8043478260869565,0.8963971719153051,0.8992805755395684,0.8128523111612176,0.8963296844816484,0.7964391691394659,0.665151515151515,0.814010651094683,0.8897338403041825,0.8443670150987224,0.8764044943820225,0.7478448275862069,0.7591549295774649,0.8235010213897199,0.954653937947494,0.8991077556623198,0.8904195366311836,0.7877877877877879,0.660377358490566,0.8384692753038703,0.9498714652956298,0.924223602484472,0.8157068062827225,0.8539192399049882,0.6806451612903226,0.844873255051627,0.9408020369191598,0.929610238510762,0.9657401422107305,0.7965811965811966,0.7230113636363635,0.8711489955716425
0.9545454545454546,0.9563591022443891,0.9630589760207388,0.7011952191235059,0.72,0.8590317503868177,0.9809932556713672,0.9230769230769231,0.92904953145917,0.831151832460733,0.8424864212432107,0.9013515927822807,0.9707317073170733,0.8840579710144928,0.8524355300859598,0.8463385354141656,0.8125,0.8732127487663384,0.9365452408930669,0.8980679546968687,0.9445783132530121,0.7492739593417233,0.48552754435107376,0.802798602507149,0.9738283627510651,0.9556962025316456,0.9795158286778399,0.8561151079136691,0.8357810413885179,0.9201873086525476,0.9706959706959708,0.916723087339201,0.8942891859052249,0.8622828784119108,0.828518746158574,0.8945019737021763,0.9272399278412506,0.9498117942283564,0.9194499017681729,0.8061538461538461,0.8057825267127593,0.881687599340877,0.9605688429217841,0.9341176470588236,0.9664082687338501,0.7715196599362381,0.6681783824640968,0.8601585602229583,0.9683698296836982,0.9552238805970149,0.9776927979604844,0.6753962784286699,0.7152777777777777,0.858392112889529,0.9797917942437232,0.9230769230769231,0.92904953145917,0.8213399503722084,0.8122215149586249,0.8930959428221299,0.9677811550151976,0.885282596530498,0.8483105679367362,0.8554641598119859,0.8203389830508475,0.875435492469053,0.9465558194774347,0.8973333333333334,0.9457831325301204,0.749872643912379,0.5766974015088013,0.8232484661524138,0.9852216748768473,0.9466501240694789,0.9794648413192284,0.8457772337821297,0.8470124753775444,0.9208252698850458,0.9603841536614646,0.9333333333333333,0.8372093023255814,0.8850645359557467,0.7673130193905817,0.8766608689333416,0.9263031755542241,0.9447929736511921,0.9139855548260013,0.85178463399879,0.8507367072389493,0.8975206090538314,0.9556135770234987,0.9281961471103328,0.9664082687338501,0.782608695652174,0.6904761904761905,0.8646605757992092
0.950423216444982,0.9347568208778173,0.9542483660130718,0.7916921197312156,0.7247153382451439,0.8711671722624461,0.9956440572495334,0.9257075471698113,0.92904953145917,0.8548104956268222,0.8387096774193548,0.9087842617849383,0.9713930348258707,0.8653637350705754,0.831263696128561,0.8250289687137891,0.7835051546391752,0.8553109178755942,0.9422718808193669,0.8714448236632537,0.9144781144781146,0.7250482936252414,0.7319522912743252,0.8370390807720602,0.987012987012987,0.8736543909348441,0.8710359408033828,0.8546409807355517,0.8371467025572005,0.8846982004087933,0.9718574108818011,0.9338146811070999,0.9441157133464826,0.882903981264637,0.9218543046357616,0.9309092182471564,0.9439309919901417,0.9199277543648405,0.9333333333333333,0.8248407643312102,0.7252252252252253,0.8694516138489502,0.969735182849937,0.9367681498829039,0.9657401422107305,0.7565543071161048,0.7501605651894669,0.8757916694498288,0.9093214965123653,0.9434860202260559,0.9703989703989705,0.6510721247563354,0.6791995148574894,0.8306956253502433,0.960960960960961,0.9335684891240446,0.92904953145917,0.8267622461170848,0.7735334242837654,0.884774930389005,0.965686274509804,0.8732857926494789,0.8779803646563815,0.8422360248447205,0.7833001988071571,0.8684977310935084,0.9526094781043791,0.8854368932038835,0.9340659340659341,0.734820965230929,0.5723630417007358,0.8158592624611725,0.9679370840895342,0.9500624219725343,0.9738480697384807,0.8555891238670695,0.8301886792452831,0.9155250757825804,0.9731752963194011,0.9270903010033444,0.8903940886699508,0.8787128712871287,0.8170878459687124,0.8972920806497074,0.923076923076923,0.9178001182732112,0.9098090849242924,0.7852222917971196,0.7563775510204082,0.858457193818391,0.9026548672566372,0.8859357696567,0.9657401422107305,0.8013505908835116,0.7466095645967167,0.8604581869208592
0.9372225745085606,0.9434860202260559,0.9791271347248577,0.8582375478927202,0.7631184407796102,0.896238343626361,0.9705128205128205,0.903114186851211,0.92904953145917,0.8601092896174863,0.8234442836468886,0.8972460224175152,0.9637243047158404,0.9561998766193709,0.9524421593830333,0.8199233716475096,0.7362146050670642,0.8857008634865636,0.9452054794520548,0.8741475511469312,0.931077694235589,0.7778432527990571,0.7446236559139785,0.8545795267095223,0.9249852333136444,0.943467336683417,0.9773869346733668,0.8710237131289763,0.7948350071736011,0.9023396449946011,0.9611398963730571,0.9487179487179486,0.9009230769230769,0.9118727050183598,0.9172546504169339,0.9279816554898752,0.9262899262899265,0.8742138364779874,0.8741559238796809,0.8538205980066444,0.7780252412769116,0.8613011051862302,0.9437340153452685,0.9218297625940938,0.9664082687338501,0.8173022196926579,0.7763532763532764,0.8851255085438293,0.9264613450659963,0.9379799173065564,0.9791271347248577,0.8490770901194353,0.7269914926527455,0.8839273959739183,0.9918392969240427,0.9203747072599533,0.92904953145917,0.8914549653579676,0.878479293957909,0.9222395589918087,0.9648484848484848,0.9538850284270373,0.9502831969792322,0.8201117318435753,0.7536023054755043,0.8885461495147667,0.9567367119901112,0.8585131894484412,0.8902038132807363,0.7991475759190196,0.71580547112462,0.8440813523525856,0.9607361963190184,0.9347420758234928,0.9682741116751269,0.8439955106621774,0.7940128296507484,0.9003521448261128,0.9618122977346278,0.953134510042605,0.9105199516324063,0.9217603911980441,0.9198423127463863,0.933413892670814,0.9208899876390605,0.8798017348203222,0.8763206960845246,0.8442028985507246,0.8157019294743846,0.8673834493138032,0.9557408595253368,0.9289044289044288,0.967741935483871,0.8211243611584328,0.7821782178217822,0.8911379605787704
0.9557080474111042,0.9327036599763873,0.9650711513583441,0.856179775280899,0.7843137254901961,0.8987952719033862,1.0,0.9237875288683602,0.92904953145917,0.8498331479421579,0.7994186046511629,0.9004177625841702,0.9572864321608041,0.8945290468133108,0.9235924932975871,0.8551236749116606,0.7930795847750866,0.8847222463916897,0.9528005034612965,0.8122362869198313,0.8139362490733877,0.7585768742058451,0.7587939698492463,0.8192687767019213,0.9743589743589743,0.8668555240793202,0.880335899230231,0.8404761904761906,0.8330058939096268,0.8790064964108686,0.972972972972973,0.939686369119421,0.954920634920635,0.905749851807943,0.9173942243116185,0.9381448106265181,0.9149596523898199,0.8752079866888518,0.9106551952349438,0.8462887200467563,0.780058651026393,0.865434041077353,0.9479843953185957,0.9195402298850576,0.9664082687338501,0.7904191616766467,0.764627659574468,0.8777959430377237,0.8445297504798465,0.868995633187773,0.9822109275730624,0.8460217515741271,0.661993769470405,0.8407503664570428,0.9691096305269533,0.9249852333136444,0.92904953145917,0.8890214797136039,0.8627187079407805,0.9149769165908304,0.9615149664019548,0.9182692307692308,0.9359795134443022,0.809688581314879,0.7255880256593016,0.8702080635179337,0.9474342928660826,0.8593750000000001,0.9078014184397164,0.8127753303964759,0.7585703865791393,0.8571912856562829,0.9100467289719626,0.9389499389499391,0.9763387297633873,0.8690404345202173,0.7887527036770007,0.8966257071765014,0.9549902152641878,0.9443099273607748,0.9698524695317512,0.8995215311004784,0.9154040404040403,0.9368156367322467,0.8552456839309429,0.736842105263158,0.8483754512635379,0.8453724604966141,0.6948207171314742,0.7961312836171455,0.9345549738219895,0.9009009009009009,0.9670755326016786,0.8186528497409326,0.7829787234042553,0.8808325960939513
0.9544072948328268,0.9684601113172543,0.9817265280403277,0.8004073319755601,0.6301600673967988,0.8670322667125535,0.965865992414665,0.9458128078817734,0.9786432160804021,0.7702970297029703,0.5803722504230119,0.8481982593005645,0.9748928352725046,0.9243076923076922,0.9144736842105263,0.7606239913932222,0.6485693323550991,0.8445735071078089,0.8598351001177856,0.8782936010037641,0.9400244798041616,0.684334511189635,0.5218023255813953,0.7768580035393484,0.9777777777777777,0.9378461538461539,0.9521378430121251,0.8571428571428572,0.8324324324324326,0.9114674128422694,0.975,0.955334987593052,0.9147196261682243,0.8569704284852142,0.8174770965468641,0.9039004277586709,0.950943396226415,0.9182630906768837,0.9523227383863081,0.8765652951699463,0.8661005878510777,0.9128390216621262,0.9176755447941889,0.9040050858232677,0.9447415329768272,0.7784026996625422,0.6499238964992389,0.838949751951213,0.9355809753160746,0.9628252788104089,0.9780839073262366,0.8615384615384617,0.7553516819571865,0.8986760609896737,0.9882498453927026,0.9372168284789644,0.9523227383863081,0.7755102040816327,0.5804195804195804,0.8467438393518375,0.977886977886978,0.9369592088998764,0.9260954872465663,0.7542735042735044,0.6415373244641537,0.8473505005542156,0.8867699642431466,0.9264069264069263,0.9783989834815756,0.5945945945945946,0.5620835857056329,0.7896508108863752,0.972972972972973,0.9458307973219721,0.9593285990961911,0.851063829787234,0.825268817204301,0.9108930032765341,0.9731417863835103,0.9365976145637163,0.919392523364486,0.8621553884711779,0.8958611481975969,0.9174296921960975,0.9538653366583542,0.9159717767799871,0.958179581795818,0.8832731648616124,0.8741123305358296,0.9170804381263202,0.8872004675628287,0.9348973607038124,0.9690721649484536,0.6826923076923076,0.6434010152284264,0.8234526632271658
0.96045197740113,0.8831749580771381,0.8950276243093923,0.8607021517553795,0.8034188034188033,0.8805551029923686,0.9925465838509316,0.9346914319952067,0.9421052631578948,0.8586326767091541,0.8271186440677967,0.9110189199561969,0.972101673899566,0.8903803131991052,0.8865692414752957,0.8918604651162791,0.8432732316227463,0.8968369850625985,0.9408836341008089,0.8576252110298256,0.8924137931034483,0.7333333333333333,0.6575931232091691,0.816369818955317,0.9663341645885287,0.8765359859566999,0.9318332230311053,0.8791079812206574,0.8546195652173912,0.9016861840028765,0.9738480697384807,0.9004076878276064,0.9054662379421222,0.8479709267110842,0.9082256968048946,0.9071837238048377,0.9322560596643878,0.9317904993909866,0.9169960474308301,0.8526543878656554,0.8216606498194946,0.8910715288342708,0.9226837060702875,0.9122006841505131,0.9657401422107305,0.7091024824952259,0.6845809341010876,0.8388615898055689,0.94625,0.936094674556213,0.9770114942528736,0.8014403292181069,0.6366666666666667,0.8594926329387721,0.9554707379134859,0.9074074074074074,0.9538461538461539,0.7833415964303421,0.5917667238421955,0.838366523887917,0.9784880147510756,0.8833333333333334,0.8621860149355057,0.7253196930946292,0.558102766798419,0.8014859645825926,0.8410317936412718,0.8797169811320754,0.9634300126103404,0.556910569105691,0.5168253968253969,0.7515829506629551,0.9573934837092732,0.8862973760932945,0.9354413702239789,0.809255784865541,0.8078880407124681,0.8792552111209112,0.9702343255224826,0.8585732165206509,0.8371335504885994,0.88125,0.7719044170890659,0.8638191019241598,0.9610062893081762,0.9328449328449329,0.973248407643312,0.8379888268156425,0.7847025495750709,0.8979582012374269,0.8760529482551144,0.8705882352941177,0.9409681227863046,0.5840433772269558,0.6478711162255466,0.7839047599576079
