17co_veg,17co_shadow,17co_water,17co_road,17co_building,17co_total,19co_veg,19co_shadow,19co_water,19co_road,19co_building,19co_total,17se_veg,17se_shadow,17se_water,17se_road,17se_building,17se_total,19se_veg,19se_shadow,19se_water,19se_road,19se_building,19se_total,coPDC,sePDC
0.8646827624929815,0.8900662251655629,0.9161290322580645,0.7862219792236194,0.5242553191489362,0.7962710636578328,0.963963963963964,0.9019152640742889,0.9354624085163007,0.8175182481751825,0.8197969543147208,0.8877313678088914,0.8511344770337577,0.9127343244990302,0.9324566646742379,0.7437020810514787,0.43243243243243246,0.7744919959381874,0.9748743718592964,0.9170100058858153,0.9348404255319148,0.8310893512851897,0.8262253341820497,0.8968078977488532,0.37549483708440606,0.3799287619153079
0.8566308243727598,0.8159889731219849,0.8767428890128276,0.6750330250990753,0.576530612244898,0.7601852647703092,0.9440421329822252,0.7149501661129568,0.8140192198982477,0.7510651247717589,0.7455242966751918,0.7939201880880761,0.8380493678506923,0.9508196721311475,0.9796437659033079,0.7491891891891892,0.4677165354330709,0.7970837061014815,0.9537459283387622,0.8956075299486593,0.9347536617842875,0.7849252761533462,0.810293237582286,0.8758651267614682,0.31065618396404876,0.4366654670616136
0.856396866840731,0.9109707064905227,0.9799247176913426,0.6427672955974844,0.5845755022683085,0.7949270177776778,0.9535644211903205,0.29980657640232106,0.7104557640750669,0.7416666666666666,0.616106333072713,0.6643199522814177,0.8768656716417911,0.9352869352869353,0.9653465346534653,0.659562535053281,0.48708487084870844,0.7848293094968363,0.9796178343949045,0.3083083083083083,0.7114695340501792,0.7366189719130897,0.6249999999999999,0.6722029297332964,0.39213705026345175,0.3500355267650343
0.6945481702763256,0.3623496107572541,0.7373831775700934,0.7700170357751277,0.6310319227913883,0.6390659834340379,0.9276139410187667,0.15940685820203893,0.642914979757085,0.7174418604651163,0.5682001614205003,0.6031155601727014,0.8344459279038717,0.8777777777777778,0.9768025078369906,0.6431014823261116,0.46858832224685887,0.7601432036183221,0.9424983476536682,0.28286491387126017,0.7137713771377137,0.7344885410844046,0.6234522942461762,0.6594150947986446,0.35618580959499485,0.42747464680858915
0.9496221662468514,0.9483793517406963,0.9735182849936947,0.7206703910614525,0.7453703703703705,0.8675121128826131,0.9975031210986267,0.7332808811959087,0.8357894736842105,0.799798285426122,0.7009646302250804,0.8134672783259898,0.8784266984505363,0.9529553679131485,0.9760403530895334,0.7619647355163728,0.6684563758389263,0.8475687061617034,0.99875,0.7909774436090226,0.8582210242587601,0.8189386056191468,0.7409126063418406,0.841559935965754,0.2561387481659884,0.2586394633151547
0.8305732484076431,0.6461538461538462,0.7045929018789144,0.5641729581331504,0.6063829787234043,0.6703751866593917,0.9439683586025049,0.5055555555555556,0.7201814058956916,0.8255813953488371,0.7457886676875957,0.748215076618037,0.8177887584928969,0.9305064782096585,0.9723827874116892,0.5552523874488404,0.5795180722891566,0.7710896967704484,0.978343949044586,0.9150409062303335,0.9682741116751269,0.7697805002552323,0.7442572741194486,0.8751393482649455,0.3024342754846866,0.31621127813304545
0.9691358024691358,0.8897386870618229,0.9012195121951219,0.7619507484307098,0.5272727272727272,0.8098634954859035,0.9975031210986267,0.9449760765550239,0.9457161543492479,0.8302107728337237,0.8059100067159167,0.9048632263105078,0.9322235434007135,0.8786049631120054,0.9016870273414775,0.786,0.5324909747292419,0.8062013017166877,0.9943855271366189,0.9452796151533374,0.9515072083879423,0.8402777777777778,0.8189189189189189,0.910073809474919,0.2552067473170372,0.2513449418191549
0.8263157894736842,0.6180555555555556,0.2838827838827839,0.7604562737642585,0.5518905872888175,0.60812019799302,0.9444807315480078,0.6809965803615047,0.8547008547008548,0.6387362637362638,0.7936746987951806,0.7825178258283624,0.861392028554432,0.9417360285374555,0.977890082122552,0.77289972899729,0.5508684863523573,0.8209572709128174,0.9578195976638547,0.8912919749573137,0.9350993377483444,0.8507204610951008,0.8222374742621825,0.8914337691453593,0.3171109819228746,0.2971513993854331
0.8981264637002342,0.9470443349753694,0.9653465346534653,0.8140096618357487,0.7120343839541547,0.8673122758237946,0.9956222639149468,0.6534653465346534,0.7967967967967967,0.718562874251497,0.39607843137254906,0.7121051425740886,0.9326113116726835,0.9605911330049262,0.9738154613466333,0.8471976401179941,0.7618374558303886,0.8952106003945253,0.9962453066332916,0.7378939277478862,0.833070036861506,0.7326454033771107,0.4728971962616822,0.7545503741762953,0.3409877363452648,0.32198783785030777
0.9376927822331893,0.9550425273390036,0.9458438287153653,0.764179104477612,0.6938775510204082,0.8593271587571157,0.9460526315789475,0.2843016069221261,0.5275391611925215,0.5698447893569843,0.4708063021316033,0.5597088982364365,0.9353233830845772,0.9451728247914185,0.9810844892812106,0.8182831661092531,0.7076461769115443,0.8775020080356007,0.9743918053777209,0.9260651629072683,0.9620563035495716,0.734225621414914,0.45161290322580644,0.8096703592950562,0.3316077476030968,0.3658610857348504
0.9090909090909091,0.8094218415417559,0.865934065934066,0.7712707182320443,0.5965189873417721,0.7904473044281095,0.9815724815724816,0.8014440433212997,0.8528761061946903,0.8194805194805195,0.8187919463087249,0.8548330193755432,0.9448529411764706,0.8110795454545455,0.8680287134180011,0.7645125958378971,0.6515495086923657,0.808004660915856,0.9937888198757764,0.8521031207598372,0.8758700696055683,0.8207726409119697,0.819590824550527,0.8724250951407357,0.2789174025782281,0.33069420221650103
0.9241209130166563,0.7451263537906138,0.837953091684435,0.7617283950617284,0.6889185580774366,0.7915694623261741,0.9826086956521739,0.5991902834008097,0.7672064777327935,0.8405963302752294,0.7916376306620209,0.7962478835446054,0.9625000000000001,0.9533742331288344,0.9635678391959799,0.6631517281780903,0.5941536369816451,0.82734948749691,0.9981285090455396,0.9378531073446328,0.9502205419029615,0.7928858290304073,0.7666214382632293,0.8891418851173541,0.25940536500290673,0.31030091631370593
0.8810325476992144,0.9477611940298508,0.9699624530663329,0.7531531531531531,0.5864884929472902,0.8276795681791683,0.9918084436042848,0.9185628742514971,0.9175859831278391,0.8451327433628317,0.812051649928264,0.8970283388549434,0.9373134328358209,0.9556103575832305,0.9760101010101009,0.7475218658892129,0.650997150997151,0.8534905816631033,0.9769820971867007,0.9104739613809246,0.9257067718606181,0.8224882873503383,0.7470817120622567,0.8765465659681677,0.34128302374295233,0.3067851507349888
0.9293051359516616,0.7398431931575197,0.8282828282828282,0.8561835478455513,0.7425431711145998,0.8192315752704321,0.9452867501647989,0.6759947529514648,0.744360902255639,0.4859101294744859,0.7412587412587412,0.718562255221026,0.9345454545454546,0.926772114821324,0.9770408163265306,0.7309573724668064,0.7043795620437956,0.8547390640407823,0.9852034525277436,0.9263768115942029,0.9361702127659575,0.8671248568155785,0.8239486813970064,0.9077648030200978,0.38004872242061843,0.35576133396081905
0.9315883402736466,0.8684381075826312,0.9332531569452797,0.6379114642451759,0.461880088823094,0.7666142315739656,0.984596426370918,0.8775645268034414,0.917824074074074,0.733140655105973,0.4915254237288136,0.800930221216644,0.9458966565349544,0.9635479951397328,0.9773013871374527,0.6626898047722344,0.45347928068803756,0.8005830248544823,0.9708383961117861,0.9292803970223326,0.9621489621489621,0.725790987535954,0.4282907662082515,0.8032699018054573,0.3645784311011452,0.33311648165065655
0.9441375076734193,0.8956743002544529,0.9124924562462281,0.7725918570009931,0.5585106382978723,0.816681351894593,0.958594730238394,0.4959514170040486,0.7113111986494091,0.45545796737766625,0.4891406987724268,0.622091202408389,0.9143239625167336,0.9373522458628841,0.9772151898734178,0.7985865724381626,0.7252604166666666,0.870547677471573,0.9827373612823674,0.898533724340176,0.9636591478696742,0.7174975562072335,0.4481086323957323,0.8021072844190368,0.25004383172309425,0.41771632108813406
0.8451160280626012,0.9449877750611246,0.9743589743589743,0.8712753277711561,0.6888168557536466,0.8649109922015007,0.9852216748768473,0.9077441077441079,0.9276895943562611,0.7997678467788741,0.7552828902522154,0.8751412228016611,0.8882554161915622,0.9248913718187461,0.9571603427172584,0.8424953675108091,0.7250361794500723,0.8675677355376897,0.9839901477832513,0.873259052924791,0.9045168667810178,0.8096544157981349,0.7324561403508771,0.8607753247276144,0.28603659718185087,0.28459245725253535
0.8569844789356984,0.8263888888888891,0.8767428890128276,0.8756506651243493,0.6823338735818476,0.8236201591087223,0.9753390875462392,0.6226510919248349,0.44798890429958393,0.8198307134220074,0.7768469154607768,0.7285313425306884,0.8527131782945736,0.9404761904761905,0.9802924348378893,0.8755813953488373,0.6732186732186732,0.8644563744352327,0.9803680981595092,0.9311981020166074,0.9333333333333333,0.7769365171811299,0.7307430129516019,0.8705158127284364,0.21630263267170502,0.3008194225285829
0.7251908396946565,0.9287383177570093,0.97724399494311,0.6156583629893239,0.4654970760233918,0.7424657182814983,0.9586578789694428,0.9283564118001204,0.9288047028086218,0.885264997087944,0.8326300984528833,0.9067428178238025,0.7414561664190192,0.9253208868144691,0.9797724399494311,0.6302118933697881,0.5656992084432718,0.7684921189991959,0.9834050399508297,0.9059434506635891,0.8963623884694578,0.7253731343283583,0.7921866521975041,0.8606541331219478,0.5524827210733697,0.41593998283642003
0.9543464665415884,0.9531914893617021,0.9792843691148776,0.6158984635938544,0.631452581032413,0.8268346739288871,0.9751861042183622,0.7890818858560793,0.8841961852861034,0.7290322580645161,0.8059040590405904,0.8366800984931303,0.8356263577118029,0.863021115322144,0.9698137443802183,0.6253298153034301,0.6274278987639789,0.7842437862963149,0.9768009768009769,0.9245172615564657,0.921105866486851,0.7430604982206406,0.7796033994334277,0.8690176004996724,0.27678118281058234,0.3730310328599507
0.6577405857740586,0.7981220657276995,0.8509828788839569,0.6678571428571428,0.527114967462039,0.7003635281409794,0.9956331877729258,0.9288702928870292,0.9323607427055702,0.7955678670360111,0.7469879518072289,0.8798840084417531,0.662251655629139,0.8960817717206133,0.9225589225589226,0.6837098692033293,0.5182403433476395,0.7365685124919288,0.9968769519050594,0.9293413173652696,0.9332452081956378,0.8127320954907161,0.743801652892562,0.883199445169849,0.48518026372855705,0.45695724792145354
0.6672158154859967,0.4349355216881594,0.480049109883364,0.6654567453115547,0.5272525027808677,0.5549819390299885,0.9452867501647989,0.8887634105025409,0.8865836791147995,0.8367919237240605,0.8536749831422793,0.8822201493296958,0.8002991772625281,0.9075342465753424,0.9562948467058057,0.7284681130834977,0.6742057081313948,0.8133604183517138,0.9750479846449136,0.935693215339233,0.9335106382978724,0.7562852744997435,0.6066718386346004,0.8414417902832726,0.45768623868449465,0.3734647362253043
0.8219346888478127,0.9015673981191222,0.975,0.7563291139240506,0.43390357698289267,0.7777469555747756,0.9924906132665832,0.9421383647798742,0.9536178107606679,0.8422315536892621,0.8259162303664922,0.911278914572576,0.8568019093078758,0.8977491961414792,0.9686716791979949,0.7947740881872618,0.5239520958083832,0.808389793728599,0.9521963824289404,0.864898210980876,0.9079829372333943,0.8374269005847953,0.8040540540540541,0.8733116970564121,0.4079533815020901,0.40289197095110224
0.8103339634530561,0.7356484762579731,0.9128919860627178,0.7913907284768212,0.5,0.7500530308501138,0.9417989417989417,0.8336293664890467,0.9372738238841979,0.8467561521252795,0.7612712490761272,0.8641459066747186,0.8178438661710038,0.9529627367135003,0.9809402795425667,0.7341249354672174,0.36995153473344106,0.7711646705255458,0.9430789133247088,0.8522588522588523,0.9342977697408077,0.847936687394008,0.7752161383285302,0.8705576722093814,0.47596637414758836,0.47399625354114183
0.88,0.927038626609442,0.9524397776405189,0.7757281553398058,0.6814814814814815,0.8433376082142497,0.9808286951144094,0.8607764390896921,0.8848198464264619,0.7549971444888636,0.6809688581314878,0.832478196650183,0.9302631578947368,0.9400244798041616,0.9467752035065747,0.7916459472899053,0.7011308562197092,0.8619679289430175,0.9809699201964396,0.9210191082802548,0.9342431761786602,0.765266106442577,0.6752136752136753,0.8553423972623213,0.3634018953759839,0.3507829729904308
0.8241834607366227,0.8269858541893362,0.941542288557214,0.8296529968454259,0.6644682605111295,0.8173665721679456,0.9460526315789475,0.7326732673267327,0.8268925357331921,0.8354430379746836,0.6989674344718031,0.8080057814170717,0.8611670020120725,0.8475836431226765,0.9667519181585678,0.829324169530355,0.6717325227963525,0.8353118511240047,0.9924812030075189,0.9308478653036681,0.9349112426035504,0.7300060132291041,0.7013487475915222,0.8579190143470727,0.34687502883665994,0.3965802028255313
0.9611712285168682,0.8940509915014163,0.9174560216508796,0.7973790322580646,0.6539101497504161,0.8447934847355288,0.9834815756035579,0.9520884520884522,0.9792060491493383,0.7194148936170212,0.7580550673696544,0.8784492075656049,0.822349570200573,0.8816964285714286,0.9261744966442953,0.7373831775700934,0.6277495769881557,0.7990706499949092,0.9664082687338501,0.9357575757575758,0.9768025078369906,0.8358695652173914,0.7841989758595466,0.899807378681071,0.40778728234089084,0.42544915981507625
0.7527839643652561,0.8305894848645778,0.9743589743589743,0.7618561958184599,0.5900826446280992,0.7819342528070734,0.9361702127659575,0.7533414337788579,0.7775768535262205,0.8164326573062922,0.7176656151419558,0.8002373545038568,0.7888501742160279,0.7989974937343358,0.89426399447132,0.7393162393162392,0.548361310951239,0.7539578425378324,0.9445910290237467,0.8525121555915721,0.964401294498382,0.8535895986433013,0.7445034116755117,0.8719194978865028,0.41182441473115006,0.39216473345698494
0.9482023156611823,0.9234629861982435,0.9496053430479661,0.6937119675456389,0.4031413612565445,0.783624794741915,0.9732360097323601,0.6730615507593924,0.7979591836734694,0.8633754305396096,0.8039914468995011,0.8223247243208665,0.9458966565349544,0.9426987060998151,0.9653465346534653,0.7095761381475666,0.4713692946058091,0.806977466008322,0.9919404835709857,0.9470365699873896,0.9536178107606679,0.7745098039215685,0.685459940652819,0.8705129217786862,0.36354031134364995,0.35841892054000685
