multi_veg0,multi_shadow0,multi_water0,multi_road0,multi_building0,multi_total0,multi_veg1,multi_shadow1,multi_water1,multi_road1,multi_building1,multi_total1,multi_veg2,multi_shadow2,multi_water2,multi_road2,multi_building2,multi_total2,self_veg0,self_shadow0,self_water0,self_road0,self_building0,self_total0,self_veg1,self_shadow1,self_water1,self_road1,self_building1,self_total1,self_veg2,self_shadow2,self_water2,self_road2,self_building2,self_total2
0.9532949456174026,0.9159561510353228,0.961916461916462,0.8894035900405328,0.8416666666666667,0.9124475630552774,0.9975062344139651,0.9308919078558772,0.92904953145917,0.8395363026235508,0.8318471337579618,0.905766222022105,0.9591346153846154,0.9311841289522629,0.9362244897959184,0.8573106283029946,0.8044077134986226,0.8976523151868829,0.965865992414665,0.930087390761548,0.9611178614823815,0.896829971181556,0.8473867595818816,0.9202575950844065,0.9975062344139651,0.9328621908127207,0.92904953145917,0.8346552776082977,0.8242811501597445,0.9036708768907795,0.9602888086642599,0.9354838709677419,0.9415501905972046,0.8615023474178404,0.8066298342541436,0.9010910103802382
0.9584664536741213,0.8679452054794521,0.8850174216027874,0.8750733137829912,0.836734693877551,0.8846474176833806,0.9981238273921201,0.9226294357184409,0.92904953145917,0.8680387409200969,0.859375,0.9154433070979655,0.9498412698412698,0.8943374197314653,0.9286173633440514,0.8831018518518519,0.8271518544436669,0.8966099518424611,0.9392553886348791,0.921951219512195,0.9669522643818849,0.8613469156762875,0.7899159663865545,0.8958843509183602,1.0,0.9337243401759531,0.9268947015425889,0.8143564356435643,0.8098236775818639,0.8969598309887941,0.9631419939577038,0.9227053140096618,0.9286640726329443,0.8166969147005445,0.7697456492637216,0.8801907889129152
0.9650872817955113,0.9582071471835251,0.9873577749683944,0.880195599022005,0.8434839554682385,0.9268663516875348,0.9882643607164916,0.9601449275362319,0.9577098243331165,0.8876212207644039,0.8571428571428572,0.9301766380986202,0.9637681159420289,0.947304663840097,0.9424083769633509,0.8827085852478839,0.8524156187954998,0.917721072157772,0.9594003747657712,0.9593693147362038,0.9886506935687264,0.8816676885346413,0.8414872798434442,0.9261150702897574,0.9882643607164916,0.9572546658639373,0.9569752281616688,0.8920023350846468,0.8635437881873728,0.9316080756028234,0.9678593086719224,0.9374620522161505,0.9344692005242464,0.8827420324714372,0.8567656765676567,0.9158596540902826
0.9595894804361771,0.9429250891795481,0.9854522454142948,0.867557715674362,0.8342036553524805,0.9179456372113726,0.9987515605493134,0.9270588235294117,0.9403973509933775,0.8849135360763267,0.8775645268034414,0.9257371595903742,0.9742331288343559,0.9075144508670521,0.9267643142476697,0.8864333947206875,0.8376408217362492,0.9065172220812028,0.9358392741412832,0.9244288224956064,0.9849246231155778,0.8711111111111111,0.8351231838281744,0.9102854029383506,1.0,0.9373881932021466,0.9424983476536682,0.8393574297188755,0.8694638694638694,0.917741568007712,0.9713239780353874,0.9365269461077843,0.9333333333333333,0.8625817965496728,0.8294314381270902,0.9066394984306536
0.9468911917098445,0.9500301023479832,0.9868667917448405,0.8957345971563981,0.8660477453580903,0.9291140856634316,1.0,0.9279811097992916,0.92904953145917,0.9144893111638955,0.9136125654450262,0.9370265035734766,0.977886977886978,0.9437229437229437,0.9368078175895765,0.8638906152889995,0.8479205462445686,0.9140457801466133,0.9458577951728636,0.9478104379124175,0.9880877742946708,0.8827667057444315,0.848565710473649,0.9226176847196065,1.0,0.9272619751626257,0.92904953145917,0.9085580304806565,0.9065606361829026,0.934286034657071,0.9767156862745098,0.9564676616915423,0.9469598965071152,0.872591671845867,0.8598130841121496,0.9225096000862368
0.9521963824289404,0.8926363125351321,0.9333333333333333,0.8059191804211724,0.7372881355932204,0.8642746688623597,0.9828353464717101,0.8980056980056981,0.92904953145917,0.8426573426573427,0.8194254445964432,0.8943946726380727,0.9777211966900063,0.8587075575027382,0.9071332436069985,0.8041237113402061,0.7779291553133516,0.8651229728906602,0.9421813403416557,0.9277389277389279,0.9809160305343511,0.81068524970964,0.7629427792915532,0.8848928655232257,0.9834815756035579,0.904707233065442,0.92904953145917,0.8984802431610942,0.8957928802588996,0.9223022927096326,0.9740099009900991,0.9506781750924784,0.9464861379754996,0.8461066830165543,0.8215189873417722,0.9077599768832807
0.95445798588839,0.9339622641509434,0.9757033248081841,0.8153846153846155,0.8081431215299197,0.8975302623524105,0.9621166566446182,0.9270497094899935,0.9373860182370821,0.9061175045427015,0.8686327077747988,0.9202605193378388,0.9668956901936291,0.911318553092182,0.9087275149900067,0.8467966573816156,0.7904967602591793,0.8848470351833225,0.9557975656630364,0.9417360285374555,0.9822335025380711,0.8239795918367346,0.8146311221326721,0.903675562141594,0.9732360097323601,0.9254901960784313,0.9358128374325134,0.9016990291262136,0.8709463931171411,0.9214368930973319,0.9668956901936291,0.9255813953488372,0.9289980092899801,0.8271002710027101,0.7400150715900528,0.8777180874850418
0.9489144316730523,0.903078677309008,0.9411764705882354,0.8210922787193974,0.7992376111817027,0.8826998938942792,0.9879974731522426,0.9172205438066464,0.9310344827586207,0.8871067242442937,0.8850793650793651,0.9216877178082338,0.9518987341772152,0.8941979522184301,0.9086021505376344,0.8912655971479502,0.8544600938967136,0.9000849055955886,0.944300518134715,0.919674039580908,0.969774919614148,0.7931253978357734,0.7816377171215881,0.8817025184574265,0.9762050030506406,0.9382093316519546,0.9419035846724351,0.8790669122160835,0.8520942408376962,0.9174958144857621,0.9301423027166882,0.885282596530498,0.9115462525320729,0.8211009174311926,0.7753120665742025,0.8646768271569307
0.9649122807017544,0.9425149700598803,0.9597957881301851,0.7583444592790387,0.7633313361294188,0.8777797668600554,0.9975062344139651,0.9677419354838709,0.9703989703989705,0.883538633818589,0.8549186128803963,0.9348208773991583,0.9747692307692307,0.943577430972389,0.9342105263157895,0.8292029470864033,0.8384433962264152,0.9040407062740455,0.9631480324797003,0.9408248655110579,0.9640564826700899,0.7447368421052631,0.7451456310679611,0.8715823707668146,0.9975062344139651,0.9516324062877871,0.9570312500000001,0.8733821046707935,0.8481455563331001,0.9255395103411292,0.9741060419235512,0.9384339509862522,0.929279576999339,0.7683453237410072,0.8146503884572697,0.8849630564214839
0.9461966604823748,0.9095100864553314,0.9319092122830441,0.7357377049180328,0.7212307692307692,0.8489168866739105,1.0,0.9368731563421829,0.9417989417989417,0.8340530536705737,0.8333333333333334,0.9092116970290065,0.972101673899566,0.8903803131991052,0.8820655966503839,0.8020833333333334,0.7385257301808066,0.857031329452639,0.9509011808576756,0.9415971394517283,0.9717948717948718,0.7401055408970977,0.7306047648136836,0.8670006995630115,0.9975031210986267,0.9324644549763033,0.9481286933683519,0.90099589923843,0.8918918918918919,0.9341968121147208,0.9727722772277227,0.9345904537418975,0.9379128137384412,0.8268456375838926,0.8306595365418896,0.9005561437667687
