multi_veg0,multi_shadow0,multi_water0,multi_road0,multi_building0,multi_total0,multi_veg1,multi_shadow1,multi_water1,multi_road1,multi_building1,multi_total1,multi_veg2,multi_shadow2,multi_water2,multi_road2,multi_building2,multi_total2,self_veg0,self_shadow0,self_water0,self_road0,self_building0,self_total0,self_veg1,self_shadow1,self_water1,self_road1,self_building1,self_total1,self_veg2,self_shadow2,self_water2,self_road2,self_building2,self_total2
0.9228070175438596,0.9343629343629343,0.9757343550446999,0.7955993051534451,0.7276507276507276,0.8712308679511331,0.9864364981504316,0.9374597034171501,0.9441069258809235,0.887029288702929,0.8620689655172414,0.923420276333735,0.9666059502125076,0.9482653682288497,0.9370904325032765,0.8400682982356288,0.7806587245970569,0.8945377547554639,0.950956937799043,0.9533417402269861,0.9809644670050761,0.8324324324324325,0.7901399067288475,0.901567096838477,0.9931719428926133,0.9587096774193548,0.9694749694749695,0.8899579073962719,0.8829648894668399,0.9388558773300099,0.9702127659574469,0.9478908188585607,0.9402697495183043,0.8492377188029361,0.7999999999999999,0.9015222106274495
0.961659333752357,0.949010197960408,0.9835234474017744,0.8789131718842292,0.8280081577158396,0.9202228617429217,0.9993753903810119,0.9225,0.9540722596448254,0.9016294508147253,0.8946322067594432,0.9344418615200012,0.9759407772979641,0.9305974652987326,0.942912123155869,0.8621736490588949,0.8218997361477574,0.9067047501918436,0.9676632092739476,0.9593596059113301,0.9783163265306121,0.7718040621266429,0.7224080267558529,0.8799102461196772,0.969508400746733,0.937578027465668,0.9718137254901961,0.8551980198019803,0.8360337005832793,0.9140263748175713,0.9689213893967094,0.9388989715668482,0.9423201555411534,0.8279751833051325,0.7597122302158273,0.887565586005134
0.9572864321608041,0.9548780487804879,0.9806371018113679,0.8737864077669903,0.8400263331138906,0.9213228647267082,0.9944064636420137,0.9278106508875739,0.92904953145917,0.8176927674835626,0.8057366362451107,0.8949392099434863,0.973635806253832,0.9205414949970571,0.9151636606546426,0.8640376692171865,0.8276797829036635,0.9002116828052763,0.9549436795994993,0.9522643818849449,0.9689826302729528,0.8475836431226765,0.8132295719844358,0.9074007813729018,0.9931719428926133,0.9265402843601895,0.92904953145917,0.7917888563049853,0.7683089214380826,0.8817719072910081,0.9748620478234212,0.9166666666666667,0.9157754010695187,0.8719153936545241,0.8316291751874575,0.9021697368803177
0.951219512195122,0.9358669833729216,0.9646302250803859,0.8548009367681499,0.8080267558528428,0.9029088826538844,0.9993753903810119,0.9264620729588883,0.92904953145917,0.8548082966687618,0.8506616257088846,0.9120713834353433,0.9638403990024937,0.8763796909492274,0.9154834347532116,0.8079800498753117,0.8167888074616921,0.8760944764083873,0.9408138101109741,0.9627821842586943,0.9843260188087775,0.86670651524208,0.8076138681169273,0.9124484793074906,0.9968847352024921,0.9313154831199069,0.92904953145917,0.7518427518427518,0.7395498392282958,0.8697284681705232,0.9625935162094762,0.900973096737264,0.9054054054054055,0.8532219570405727,0.8184862692565306,0.8881360489298498
0.9474954737477368,0.9466019417475728,0.9737683941138836,0.8409506398537478,0.7833668678739101,0.8984366634673702,0.9975062344139651,0.9303423848878395,0.92904953145917,0.852078239608802,0.8486005089058524,0.9115153798551259,0.9689826302729528,0.8954211418880724,0.8783216783216784,0.8948948948948949,0.8700787401574803,0.9015398171070158,0.9520921770770163,0.9477521263669503,0.9731113956466069,0.842039018250472,0.8043758043758042,0.9038741043433699,0.9962640099626401,0.9348209042865532,0.92904953145917,0.8833836858006042,0.874189364461738,0.9235414991941411,0.9701863354037267,0.8963172804532578,0.8791055206149546,0.8865979381443299,0.8634304207119742,0.8991274990656486
0.9637952559300873,0.8945578231292517,0.9078498293515359,0.8643761301989149,0.8185430463576159,0.8898244169934812,1.0,0.9275191514437242,0.92904953145917,0.8717948717948719,0.8555708390646493,0.9167868787524831,0.9726708074534162,0.8838243468593663,0.871830985915493,0.8762824381412191,0.8401585204755615,0.8889534197690112,0.9527896995708155,0.9412470023980815,0.9617131732641142,0.8505611340815121,0.7866394001363325,0.8985900818901712,0.9981285090455396,0.9334112149532711,0.9283322170127261,0.8398950131233596,0.8549160671462829,0.9109366042562359,0.9668956901936291,0.881149806522941,0.8905817174515235,0.8918429003021149,0.8397048960429242,0.8940350021026265
0.9604382227632379,0.9626865671641791,0.987389659520807,0.8403990024937656,0.8171905067350866,0.9136207917354152,0.9888751545117428,0.9587692307692307,0.9653846153846154,0.8680851063829788,0.8530927835051546,0.9268413781107445,0.9742647058823529,0.9338842975206612,0.9258517034068137,0.8703134603564843,0.8503225806451613,0.9109273495622947,0.9662783568362967,0.95679012345679,0.9822335025380711,0.854828660436137,0.832908163265306,0.9186077613065201,0.9803921568627451,0.9645042839657283,0.9704749679075737,0.8628158844765343,0.8375165125495376,0.9231407611524238,0.9754901960784313,0.9305064782096585,0.9260493004663558,0.8643339472068753,0.8363636363636363,0.9065487116649914
0.9728395061728395,0.9408212560386473,0.9650711513583441,0.8366583541147133,0.8195679796696315,0.9069916494708351,0.9981285090455396,0.9408248655110579,0.9570312500000001,0.8720720720720719,0.8588312541037426,0.9253775901464825,0.9617074701820464,0.886047804335742,0.886726893676164,0.8796579108124618,0.8524804177545693,0.8933240993521967,0.9704797047970479,0.9539594843462246,0.9763880025526482,0.8302122347066166,0.8134517766497462,0.9088982406104567,0.9852216748768473,0.9381381381381382,0.9580152671755726,0.879951980792317,0.8608282416836388,0.9244310605333028,0.9609571788413097,0.8974504249291784,0.9085985104942452,0.855361596009975,0.8339719029374202,0.8912679226424257
0.9670192906036091,0.9216374269005849,0.9445910290237467,0.8165443629086058,0.8117505995203838,0.8923085417913861,0.9981285090455396,0.9349736379613357,0.92904953145917,0.8261997405966278,0.8391777509068924,0.9055058339939133,0.9803424223208624,0.9129129129129129,0.9333333333333333,0.8681388012618296,0.8490208464939987,0.9087496632645873,0.96875,0.9179755671902269,0.9417989417989417,0.8413524057217165,0.8313917841814837,0.9002537397784738,0.9956440572495334,0.9378663540445485,0.92904953145917,0.8726153846153847,0.8647959183673468,0.9199942491471966,0.9746835443037976,0.9220701963117192,0.9328263624841572,0.8710089399744572,0.8501567398119123,0.9101491565772087
0.960759493670886,0.8808463251670379,0.8904299583911235,0.7843915343915344,0.7940119760479042,0.8620878575336973,0.9834815756035579,0.9155092592592592,0.92904953145917,0.8538899430740038,0.862600123228589,0.908906086524916,0.9047940580688724,0.8524768644529124,0.9340300457217505,0.8680904522613067,0.8338678640153944,0.8786518569040472,0.9547987616099071,0.8881394041596403,0.9010989010989011,0.8265822784810127,0.7898089171974523,0.8720856525093826,0.9888751545117428,0.9299883313885647,0.92904953145917,0.853448275862069,0.8412903225806452,0.9085303231604382,0.954367666232073,0.8915254237288136,0.9369720597790774,0.8536428110896197,0.8331257783312578,0.8939267478321683
