multi_veg0,multi_shadow0,multi_water0,multi_road0,multi_building0,multi_total0,multi_veg1,multi_shadow1,multi_water1,multi_road1,multi_building1,multi_total1,multi_veg2,multi_shadow2,multi_water2,multi_road2,multi_building2,multi_total2,multi_veg3,multi_shadow3,multi_water3,multi_road3,multi_building3,multi_total3,self_veg0,self_shadow0,self_water0,self_road0,self_building0,self_total0,self_veg1,self_shadow1,self_water1,self_road1,self_building1,self_total1,self_veg2,self_shadow2,self_water2,self_road2,self_building2,self_total2,self_veg3,self_shadow3,self_water3,self_road3,self_building3,self_total3
0.9505941213258287,0.945041816009558,0.9783715012722647,0.8777648428405123,0.826722338204593,0.9156989239305513,0.9956331877729258,0.964923076923077,0.9688888888888888,0.9057527539779683,0.8995521433141396,0.9469500101753999,0.9784349969192851,0.9484536082474226,0.9478260869565218,0.8655043586550435,0.8502175264139217,0.9180873154384389,0.9529627367135003,0.9158291457286433,0.9599491417673236,0.6930203829524397,0.6839772007599746,0.8411477215843763,0.9625000000000001,0.944047619047619,0.9763880025526482,0.8605061801059446,0.8074277854195323,0.9101739174251489,0.9968769519050594,0.9625537139349295,0.9670050761421319,0.8999378495960224,0.8958990536277602,0.9444545290411807,0.9796421961752004,0.9484536082474226,0.9525593008739076,0.8477574226152873,0.8355663824604141,0.9127957820744463,0.9495440729483282,0.9239543726235742,0.9683143219264893,0.704630788485607,0.7033104309806371,0.8499507973929271
0.965865992414665,0.9279437609841827,0.9630589760207388,0.8714697406340058,0.8220516399162595,0.9100780219939705,0.9776357827476039,0.9148812970469021,0.9602053915275996,0.8711433756805808,0.8777555110220441,0.9203242716049461,0.9785082174462706,0.9186991869918699,0.9295212765957447,0.893192488262911,0.8360215053763441,0.911188534934628,0.9447236180904524,0.900117508813161,0.9489528795811519,0.7651651651651652,0.7389292795769993,0.8595776902453859,0.9509677419354838,0.9253208868144691,0.9763578274760383,0.8498583569405099,0.7880512091038406,0.8981112044540683,0.9974937343358395,0.962378640776699,0.964720974983964,0.8841038632045599,0.8862793572311496,0.9389953141064423,0.966603654694392,0.927070457354759,0.9479099678456592,0.835016835016835,0.8353276353276353,0.9023857100478561,0.9467889908256881,0.912609238451935,0.9556270096463023,0.6915544675642594,0.6772554002541296,0.8367670213484629
0.9520884520884522,0.9564164648910412,0.9803174603174604,0.8809660724554342,0.813655761024182,0.916688842155314,0.9931292941911306,0.9676632092739476,0.9704749679075737,0.9068684516880092,0.8854447439353099,0.9447161333991941,0.9814126394052045,0.9422001243008079,0.9309712889431888,0.868804664723032,0.8070175438596492,0.9060812522463764,0.978960396039604,0.9207129686539643,0.9729389553178099,0.8509389671361502,0.8278688524590163,0.9102840279213089,0.9591078066914498,0.9564164648910412,0.9828788839568802,0.8871060171919771,0.8300283286118981,0.9231075002686492,0.9950186799501868,0.9550970873786409,0.958656330749354,0.9060518731988473,0.885850991114149,0.9401349924782357,0.9730722154222766,0.94375,0.9232658072437079,0.8627678054429647,0.7985815602836879,0.9002874776785273,0.9691241335853813,0.9054134443783463,0.9641943734015346,0.8385202583675865,0.8150170648464163,0.8984538549158528
0.9679446888749214,0.9349112426035503,0.9750160153747598,0.8851311953352771,0.8343728343728343,0.9194751953122685,0.971172325432415,0.8887640449438202,0.9375830013280213,0.9045045045045045,0.8924731182795699,0.9188993988976661,0.978829389788294,0.9015837104072398,0.928428093645485,0.8830409356725146,0.8106966924700915,0.900515764396725,0.9634221946683199,0.8609865470852018,0.9063568010936432,0.8153310104529616,0.763046544428773,0.8618286195457799,0.9606495940037476,0.9529553679131485,0.9815873015873016,0.8534124629080119,0.8089128966914246,0.9115035246207268,0.9590643274853802,0.9008595988538682,0.9586028460543338,0.8953282081608516,0.8816768086544962,0.919106357841786,0.9838107098381071,0.9418960244648319,0.900836320191159,0.8692033293697978,0.7783321454027086,0.8948157058533209,0.958490566037736,0.8894173602853745,0.9596977329974811,0.8233173076923077,0.8008130081300813,0.886347195028596
0.9687108886107635,0.9252110977080821,0.9521938441388342,0.8574673480976718,0.8008241758241758,0.9008814708759055,0.9937421777221527,0.9580374435119431,0.9661016949152543,0.913939393939394,0.9026434558349452,0.9468928331847379,0.9658725048293625,0.9330965068087625,0.9626288659793815,0.8901801278326555,0.861952861952862,0.9227461734806048,0.9469081823860088,0.8578227245687091,0.8905013192612139,0.7230971128608924,0.7520858164481525,0.8340830311049953,0.9681846537741734,0.9267707082833133,0.9542483660130718,0.8752176436448055,0.8294993234100134,0.9107841390250754,0.9744572158365262,0.971172325432415,0.9809465273509527,0.9003645200486027,0.86375,0.9381381177336994,0.9658725048293625,0.9316037735849058,0.9598965071151357,0.8995840760546644,0.8777923784494086,0.9269498480066954,0.9514925373134329,0.8590203106332138,0.8881578947368421,0.7482014388489209,0.7729179149191132,0.8439580192903047
0.9635220125786164,0.9073114565342545,0.9283322170127261,0.8588030214991283,0.8197395476353668,0.8955416510520183,0.9737010904425913,0.9276044732195408,0.961038961038961,0.879081015719468,0.8785529715762274,0.9239957023993577,0.9721871049304678,0.9274853801169591,0.9448094612352169,0.8760806916426513,0.8270158511371468,0.9095156978124885,0.9435382685069009,0.8584320360970108,0.8921161825726142,0.7293277810826889,0.7011952191235059,0.8249218974765441,0.9635678391959799,0.9060518731988473,0.9254533243787776,0.8349056603773585,0.782258064516129,0.8824473523334184,0.95445798588839,0.9496855345911951,0.963467492260062,0.8927680798004988,0.8529411764705882,0.9226640538021469,0.9507133592736705,0.9077363896848138,0.9468852459016392,0.8903940886699508,0.8708439897698209,0.9133146146599791,0.9411764705882354,0.8622069754145226,0.9040163376446562,0.7467811158798283,0.7388535031847133,0.8386068805423912
0.9503184713375795,0.9374262101534829,0.9797724399494311,0.8930513595166163,0.8512341561040694,0.9223605274122358,0.9981261711430357,0.9634146341463415,0.9671603348358017,0.8983890954151178,0.8994974874371859,0.9453175445954966,0.9684466019417477,0.9468599033816426,0.9483997387328544,0.8925619834710744,0.8524813052345344,0.9217499065523707,0.9394847213900539,0.8714810281517749,0.9191716766867067,0.7752321981424148,0.7684542586750789,0.8547647766092059,0.9473684210526315,0.93679858239811,0.9791271347248577,0.8685714285714285,0.8348157560355781,0.9133362645565213,0.9975,0.9698832206515059,0.9732142857142857,0.8864197530864198,0.8845425867507887,0.9423119692406,0.9802712700369913,0.934052757793765,0.944300518134715,0.8895558223289316,0.8546666666666667,0.920569406992214,0.9403973509933774,0.8694052728387492,0.9166110740493663,0.7779171894604768,0.7739938080495357,0.8556649390783011
0.9649122807017544,0.9349881796690307,0.955671447196871,0.869212962962963,0.8262068965517242,0.9101983534164687,0.9993753903810119,0.925754060324826,0.9488859764089123,0.8761329305135951,0.8741633199464525,0.9248623355149596,0.99125,0.889263631253513,0.9170600134861767,0.8946745562130177,0.8287292817679557,0.9041954965441328,0.9643296432964329,0.8717948717948719,0.9093387866394002,0.8043347381095726,0.7793427230046949,0.8658281525689945,0.9503184713375795,0.939089296274394,0.9823008849557522,0.7915006640106241,0.7825560266505147,0.8891530686457729,0.9873577749683944,0.9418116376724655,0.9536855838225701,0.8734177215189874,0.877899877899878,0.926834519176459,0.9833641404805916,0.9413897280966766,0.9655172413793103,0.8841201716738198,0.8459016393442622,0.9240585841949321,0.9348475791990437,0.8750747160789002,0.9119031607262945,0.7421221864951768,0.7344913151364765,0.8396877915271784
0.9534883720930233,0.9463294262800741,0.9737683941138836,0.8679706601466993,0.8344113842173351,0.9151936473702031,0.9535644211903205,0.9348973607038124,0.9298597194388777,0.916012084592145,0.8698884758364311,0.9208444123523174,0.9918597370068879,0.9315756434400503,0.9401386263390044,0.8345323741007193,0.8311688311688311,0.9058550424110986,0.9477521263669503,0.8639587362991619,0.916145181476846,0.7481751824817519,0.7354260089686099,0.8422914471186639,0.9459623557984215,0.9468417761100689,0.9790209790209791,0.8823174411587205,0.8464566929133859,0.9201198490003152,0.9704370179948586,0.9156626506024098,0.9304812834224598,0.9154589371980677,0.9038089089735313,0.9271697596382655,0.991282689912827,0.9406001224739743,0.9485199485199486,0.8429967426710098,0.8385167464114832,0.9123832499978485,0.9520958083832336,0.8888888888888888,0.9354838709677419,0.7952999381570809,0.7848911651728554,0.8713319343139602
0.9716803020767778,0.9280660377358491,0.9542483660130718,0.8624401913875598,0.8261731658955718,0.9085216126217659,0.9911838790931989,0.914648212226067,0.9304812834224598,0.8820391227030232,0.8668896321070234,0.9170484259103546,0.9875,0.9174418604651162,0.933862433862434,0.8790035587188612,0.8380566801619433,0.9111729066416709,0.9628712871287128,0.8929845422116528,0.928428093645485,0.7573170731707316,0.7428206764518187,0.8568843345216801,0.9524969549330086,0.93519079345851,0.9624352331606219,0.8517618469015795,0.8134475939353987,0.9030664844778237,0.9398545935228025,0.9267441860465117,0.9304812834224598,0.8979841172877214,0.8433292533659731,0.9076786867290938,0.9937343358395989,0.9272171253822631,0.9369024856596558,0.8218812541694462,0.8242210464432687,0.9007912494988465,0.950423216444982,0.8783958602846056,0.9280397022332506,0.7369136641740314,0.7722772277227723,0.8532099341719284
