multi_veg0,multi_shadow0,multi_water0,multi_road0,multi_building0,multi_total0,multi_veg1,multi_shadow1,multi_water1,multi_road1,multi_building1,multi_total1,multi_veg2,multi_shadow2,multi_water2,multi_road2,multi_building2,multi_total2,multi_veg3,multi_shadow3,multi_water3,multi_road3,multi_building3,multi_total3,multi_veg4,multi_shadow4,multi_water4,multi_road4,multi_building4,multi_total4,multi_veg5,multi_shadow5,multi_water5,multi_road5,multi_building5,multi_total5,self_veg0,self_shadow0,self_water0,self_road0,self_building0,self_total0,self_veg1,self_shadow1,self_water1,self_road1,self_building1,self_total1,self_veg2,self_shadow2,self_water2,self_road2,self_building2,self_total2,self_veg3,self_shadow3,self_water3,self_road3,self_building3,self_total3,self_veg4,self_shadow4,self_water4,self_road4,self_building4,self_total4,self_veg5,self_shadow5,self_water5,self_road5,self_building5,self_total5
0.9368686868686869,0.9510309278350515,0.9604938271604938,0.8388598022105875,0.7750819672131148,0.8924670422575869,0.99009900990099,0.9289099526066351,0.9319092122830441,0.7890818858560794,0.7818411097099622,0.8843682340713422,0.9644416718652528,0.9264437689969605,0.9296875,0.866751269035533,0.8536585365853658,0.9081965492966224,0.9329192546583851,0.9229821318545903,0.9809644670050761,0.7532149418248621,0.7471116816431324,0.8674384953972092,0.9833436150524368,0.9417786308381317,0.9803424223208624,0.8795252225519289,0.8906048906048907,0.9351189562736502,0.9731707317073172,0.9638709677419355,0.9530026109660574,0.939540507859734,0.9507389162561576,0.9560647469062403,0.9507357645553423,0.9517766497461929,0.9655172413793104,0.8272311212814645,0.7548690396239087,0.8900259633172438,0.9864364981504316,0.9289099526066351,0.9319092122830441,0.7875389408099689,0.7813484562066794,0.8832286120113518,0.9662921348314607,0.9331713244228432,0.9323797139141743,0.8476736775015935,0.8376899696048632,0.903441364054987,0.9072164948453609,0.8966391883322765,0.9604449938195303,0.7028795811518325,0.7297297297297297,0.8393819975757459,0.9839506172839505,0.9237611181702668,0.9616858237547892,0.8749272833042466,0.8809993425378042,0.9250648370102115,0.9731707317073172,0.9584415584415584,0.9665379665379665,0.944815039417829,0.9338280766852196,0.9553586745579781
0.9712858926342073,0.9702970297029702,0.9880277252678008,0.851473241130487,0.8198433420365535,0.9201854461544038,0.9993746091307067,0.9264620729588883,0.9319092122830441,0.8506571087216249,0.8362183754993342,0.9089242757187196,0.9723618090452262,0.9228090539756241,0.9313790806129247,0.8883553421368547,0.8458498023715415,0.9121510176284344,0.9536507936507936,0.9101654846335698,0.9650711513583441,0.7790487658037326,0.7640891218872871,0.8744050634667454,0.9864197530864197,0.9496314496314497,0.9731113956466069,0.8817204301075269,0.870712401055409,0.9323190859054825,0.9704797047970479,0.911854103343465,0.9415627051871307,0.8629629629629629,0.939470365699874,0.9252659683980962,0.9186785260482847,0.9566343042071197,0.9851485148514851,0.8070757324488667,0.7074175824175825,0.8749909319946677,0.9881324172392255,0.9232558139534885,0.9319092122830441,0.6929611650485437,0.6679712981082844,0.8408459813265172,0.954920634920635,0.9097472924187725,0.9274035317200784,0.8713119899560579,0.8507007921998782,0.9028168482430844,0.930030959752322,0.9183673469387756,0.9705128205128205,0.5912408759124088,0.6964784795975405,0.8213260965427734,0.984596426370918,0.9342693044033185,0.9714285714285715,0.8576470588235295,0.863843648208469,0.9223570018469612,0.9713239780353874,0.9574193548387095,0.9494818652849741,0.9325301204819276,0.9334163036714374,0.9488343244624872
0.9673776662484316,0.9732420659614187,0.986146095717884,0.859004739336493,0.8391332895600786,0.9249807713648611,0.9931719428926133,0.9351415094339623,0.9319092122830441,0.8820512820512821,0.8831804281345564,0.9250908749590917,0.9868007542426146,0.9439809296781884,0.9612903225806452,0.8750754375377188,0.8517060367454069,0.9237706961569149,0.8982271831910702,0.7669470559129145,0.7804878048780487,0.8174603174603174,0.7492753623188406,0.8024795447522384,0.9852216748768473,0.9627760252365931,0.9842470069313168,0.8624094799210007,0.8795252225519289,0.9348358819035374,0.963855421686747,0.9583333333333334,0.9762202753441802,0.9471094710947109,0.9582278481012658,0.9607492699120475,0.9682242990654205,0.9708617482951023,0.986146095717884,0.8700361010830324,0.8407310704960835,0.9271998629315047,0.9762050030506406,0.9351415094339623,0.9319092122830441,0.855461085676913,0.8437118437118437,0.9084857308312808,0.9861635220125786,0.9597069597069596,0.9741324921135646,0.8625146886016452,0.8336700336700336,0.9232375392209563,0.8961384820239681,0.7662531017369727,0.7845804988662132,0.7704654895666132,0.6568551510457009,0.7748585446478935,0.9821976672805403,0.9580686149936467,0.9793362554790231,0.846931894807822,0.8701223063482818,0.9273313477818629,0.9621166566446182,0.9535644211903205,0.9735849056603773,0.9484151646985706,0.9509011808576756,0.9577164658103124
0.9779735682819384,0.9594185342216839,0.978994271164863,0.870848708487085,0.8522072936660269,0.9278884751643195,0.9981214777708203,0.9267139479905439,0.9319092122830441,0.8954326923076923,0.8960619754680439,0.9296478611640289,0.9785353535353536,0.9223529411764706,0.9482535575679172,0.865121806298277,0.847343644922663,0.9123214607001363,0.9491094147582697,0.7889626980071538,0.7739463601532567,0.7825552825552825,0.7672301690507153,0.8123607849049356,0.9887920298879203,0.9322757779133618,0.9570871261378413,0.8959608323133416,0.9046114971572963,0.9357454526819522,0.971985383678441,0.9288806431663574,0.9526281635301752,0.8897014015843998,0.9506093649775497,0.9387609913873846,0.97375,0.9673041332510796,0.9848293299620733,0.8285539963392312,0.8087291399229781,0.9126333198950725,0.9876237623762375,0.9353701527614571,0.9319092122830441,0.8382449246889325,0.8376584188292094,0.9061612941877762,0.9755792110206637,0.9323758228605625,0.9423948220064725,0.8677115987460815,0.8592964824120602,0.915471587409168,0.9020134228187919,0.7502429543245869,0.7720644666155027,0.7925764192139738,0.6940015186028853,0.7821797563151482,0.9773976786805131,0.9526813880126183,0.9800747198007471,0.8196939454424483,0.8364289994008388,0.913255346267433,0.9675778766687857,0.9601471489883507,0.9654289372599231,0.9440298507462686,0.9261992619926199,0.9526766151311896
0.964923076923077,0.9634591961023143,0.9824780976220274,0.8660826032540675,0.8197787898503578,0.9193443527503689,0.9968847352024921,0.9636475662353666,0.9675778766687857,0.9144196951934348,0.9002009377093102,0.9485461622018779,0.9592326139088729,0.9530369442705072,0.949326491340603,0.8544423440453687,0.8407803650094399,0.9113637517149583,0.9525616698292221,0.9110840438489648,0.9686323713927226,0.7860576923076922,0.7676102699144174,0.8771892094586037,0.9839108910891089,0.955818294959552,0.9770408163265306,0.7843388960205392,0.8019382192610539,0.900609423531357,0.9717159019484601,0.9531645569620253,0.9544270833333333,0.9067296340023612,0.9468417761100689,0.9465757904712496,0.9709338280766852,0.9645476772616137,0.9830295411690761,0.8654088050314465,0.8352490421455938,0.9238337787368831,0.9956440572495334,0.9674647022713321,0.971282705807275,0.9136094674556214,0.9024552090245521,0.9500912283616628,0.966183574879227,0.9447548106765985,0.9405684754521965,0.8465473145780051,0.8402220851326342,0.9076552521437322,0.9422110552763819,0.9107579462102691,0.9668127739511585,0.7853341218214075,0.7493261455525606,0.8708884085623555,0.9864197530864197,0.940012368583797,0.9588159588159588,0.8127685696746471,0.8139240506329114,0.9023881401587469,0.9747474747474748,0.9598997493734336,0.968609865470852,0.9268585131894485,0.9465744814582024,0.9553380168478822
0.959608323133415,0.9431478156792339,0.9651612903225807,0.8296390120329323,0.793103448275862,0.8981319778888048,0.9987515605493134,0.9383313180169287,0.9480436177036561,0.8685208596713021,0.8708671241422334,0.9249028960166867,0.9770897832817338,0.9210220673635309,0.9292389853137517,0.8677438659485339,0.8179384203480591,0.9026066244511219,0.9423558897243106,0.8986682107701217,0.9501312335958005,0.7420537897310513,0.7185234014502309,0.8503465050543031,0.9763387297633873,0.9304556354916066,0.9545454545454545,0.8514851485148515,0.8458598726114649,0.911736968185353,0.9764851485148515,0.9571162212554382,0.9344804765056254,0.8938416422287391,0.9364977549711353,0.9396842486951579,0.965474722564735,0.9512341962673089,0.9861635220125786,0.8703030303030302,0.808395396073121,0.9163141734441547,0.9968847352024921,0.9406118776244752,0.9597957881301851,0.8886198547215496,0.8827037773359842,0.9337232066029373,0.9667673716012084,0.9416103257529196,0.9342875731945348,0.8369987063389392,0.834250764525994,0.9027829482827192,0.9500640204865557,0.9026442307692306,0.9642184557438795,0.7650273224043717,0.7366362451108214,0.8637180549029717,0.9731417863835103,0.9323583180987203,0.9635782747603834,0.8027901077996195,0.8118811881188118,0.896749935032209,0.9646302250803859,0.948860135551448,0.9453860640301318,0.9035469819539514,0.9358816276202219,0.9396610068472278
0.9842072015161086,0.9773145309625997,0.9855436832181018,0.8957203134418323,0.8736979166666667,0.9432967291610619,0.9828009828009828,0.9674247080516288,0.971938775510204,0.8872366790582403,0.872680742162508,0.9364163775167128,0.9749847467968275,0.9698524695317512,0.96,0.8799034399517199,0.8634304207119742,0.9296342153984546,0.9583584791792397,0.8608923884514436,0.9121338912133892,0.8169191919191918,0.8015364916773368,0.8699680884881202,0.9831355402873204,0.9207317073170732,0.9528795811518325,0.8661417322834646,0.8797468354430381,0.9205270792965458,0.9732420659614187,0.9500624219725343,0.9823899371069182,0.9411764705882354,0.9354413702239789,0.9564624531706171,0.9797724399494311,0.972972972972973,0.9849056603773584,0.9006703229737965,0.8813341885824246,0.9439311169711967,0.9828009828009828,0.9544910179640719,0.9535644211903205,0.8844221105527638,0.8716002530044274,0.9293757571025133,0.974390243902439,0.969309462915601,0.9617074701820464,0.8461088355763605,0.820615796519411,0.9144263618191716,0.9519807923169268,0.8627450980392157,0.9167165967645297,0.8119821542383685,0.793103448275862,0.8673056179269806,0.9806853582554517,0.9038929440389294,0.9398545935228025,0.8627684964200477,0.8758002560819461,0.9126003296638355,0.9730407523510972,0.9533871970167807,0.9718925671455341,0.929845422116528,0.9213483146067416,0.9499028506473364
0.9793621013133209,0.9628275441803779,0.9811083123425692,0.8789346246973365,0.85,0.9304465165067208,0.9974968710888611,0.93841642228739,0.9389920424403183,0.902513795217658,0.8960205391527599,0.9346879340373974,0.9702970297029702,0.9341246290801187,0.9431743958197256,0.88098016336056,0.8390646492434662,0.9135281734413682,0.9742014742014743,0.8979118329466357,0.9312875250166779,0.8038740920096852,0.7668670674682698,0.8748283983285486,0.9728363866077069,0.8878718535469108,0.9375830013280213,0.8915065096094236,0.8825806451612904,0.9144756792506705,0.9758214507129571,0.9442743417023882,0.9379128137384412,0.888888888888889,0.9386973180076629,0.9371189626100677,0.9308510638297873,0.9273153575615476,0.9836888331242158,0.9061925199264255,0.8805111821086261,0.9257117913101205,0.9821976672805403,0.9499094749547375,0.9508408796895215,0.8809831824062094,0.8729963008631321,0.927385501038828,0.9743589743589745,0.9699680511182109,0.9606495940037476,0.8767772511848342,0.8580901856763926,0.927968811268432,0.9549330085261876,0.8522292993630574,0.9179734620024126,0.7904884318766067,0.7852604828462514,0.8601769369229031,0.9743268628678773,0.9001189060642094,0.9319092122830441,0.8725075528700906,0.8801020408163265,0.9117929149803096,0.9656488549618322,0.9442743417023882,0.9717514124293786,0.9134615384615385,0.9037711313394019,0.9397814557789079
0.9541639767591995,0.9551321450522434,0.9761904761904762,0.86670651524208,0.8282958199356913,0.9160977866359381,0.943952802359882,0.9477521263669503,0.9569752281616688,0.8456375838926175,0.8269113149847095,0.9042458111531656,0.9918597370068879,0.9395973154362417,0.9418604651162791,0.8660933660933661,0.8602015113350127,0.9199224789975575,0.9439193446754883,0.8879310344827586,0.9487666034155599,0.7894117647058824,0.7718832891246685,0.8683824072808716,0.9754901960784313,0.9383017715332926,0.953185955786736,0.8972520908004777,0.8782093482554313,0.9284878724908738,0.9746130030959753,0.9603024574669188,0.9495081967213115,0.908868501529052,0.945054945054945,0.9476694207736405,0.9746835443037976,0.958179581795818,0.97416509136736,0.8884997081144191,0.8567603748326641,0.9304576600828118,0.9691096305269533,0.9547123623011016,0.9650711513583441,0.8423101881894874,0.8366093366093366,0.9135625337970446,0.99125,0.9408897014015845,0.9449838187702266,0.8680387409200969,0.8604353393085787,0.9211195200800973,0.884272997032641,0.8854679802955665,0.9461684610512983,0.7741545893719808,0.7156593406593407,0.8411446736821655,0.9663608562691132,0.9364303178484108,0.9546632124352331,0.8907462686567165,0.8688741721854305,0.9234149654789807,0.9735384615384615,0.9617346938775511,0.9488188976377953,0.9205219454329773,0.9580463368816532,0.9525320670736875
0.9759493670886076,0.9294947121034077,0.9466754443712969,0.8883638511518015,0.8618857901726428,0.9204738329775514,0.9993746091307067,0.9253380364491476,0.9319092122830441,0.8694610778443114,0.8642297650130547,0.918062540144053,0.9816339455351488,0.900973096737264,0.932013201320132,0.8836648583484027,0.8586666666666667,0.9113903537215228,0.9577639751552794,0.878440366972477,0.8988300068823124,0.786764705882353,0.777706598334401,0.8599011306453646,0.9817034700315459,0.918982850384388,0.94578706727629,0.9039615846338536,0.9076620825147348,0.9316194109681625,0.9749373433583959,0.8615725359911407,0.9197572488199596,0.8090909090909091,0.9257142857142856,0.8982144645949381,0.8974008207934335,0.9551872314303254,0.9774436090225564,0.8528563185227929,0.7620253164556963,0.8889826592449608,0.9592326139088729,0.9343583678296866,0.9326217478318879,0.8106267029972752,0.8052568697729987,0.8884192604681443,0.984848484848485,0.9261261261261261,0.9341161121983039,0.853012048192771,0.8498074454428753,0.9095820433617123,0.8694624926166569,0.8840840840840841,0.9460847240051348,0.7253564786112833,0.6702923181509177,0.8190560194936154,0.9457647775746496,0.9290865384615384,0.9539857420609201,0.8872814948764315,0.851975887474883,0.9136188880896845,0.9704216488357458,0.9128386336866902,0.9481286933683519,0.8816234498308906,0.8545197740112994,0.9135064399465955
