multi_veg0,multi_shadow0,multi_water0,multi_road0,multi_building0,multi_total0,multi_veg1,multi_shadow1,multi_water1,multi_road1,multi_building1,multi_total1,multi_veg2,multi_shadow2,multi_water2,multi_road2,multi_building2,multi_total2,multi_veg3,multi_shadow3,multi_water3,multi_road3,multi_building3,multi_total3,self_veg0,self_shadow0,self_water0,self_road0,self_building0,self_total0,self_veg1,self_shadow1,self_water1,self_road1,self_building1,self_total1,self_veg2,self_shadow2,self_water2,self_road2,self_building2,self_total2,self_veg3,self_shadow3,self_water3,self_road3,self_building3,self_total3
0.9159381304640214,0.9115958668197475,0.92904953145917,0.8161725067385445,0.6919831223628693,0.8529478315688704,0.973651191969887,0.660347551342812,0.7975460122699386,0.7838383838383837,0.632890365448505,0.7696547009739053,0.9401603948180135,0.859392575928009,0.876577840112202,0.7824788451966153,0.6174957118353345,0.8152210735780347,0.9343155310006139,0.9304615384615385,0.9257362355953905,0.4766584766584767,0.6683647478349465,0.7871073059101932,0.8603827072997874,0.9102344196683819,0.9596879063719116,0.8284339925173703,0.6820405310971348,0.8481559113909172,0.9579617834394905,0.7379061371841156,0.8338692390139336,0.7935871743486974,0.6373626373626373,0.7921373942697748,0.9224190592547342,0.8495774647887324,0.8750000000000001,0.725621414913958,0.4085820895522388,0.7562400057019326,0.9296296296296296,0.9356652092442223,0.9235751295336787,0.7137254901960784,0.7601173020527858,0.8525425521312789
0.95350278983261,0.8748615725359912,0.8795518207282913,0.8135781858653311,0.7227138643067846,0.8488416466538017,0.9906658369632857,0.8913649025069639,0.9333333333333333,0.7466379774072082,0.6682808716707022,0.8460565843762987,0.9585652442795299,0.8657865786578657,0.8620199146514936,0.7733598409542745,0.5858761987794245,0.8091215554645177,0.9049716803020769,0.9088785046728973,0.9298597194388777,0.7547723935389132,0.5694564279551337,0.8135877451815797,0.7830045523520486,0.8994350282485876,0.9803921568627451,0.8228388473852722,0.6657515442690459,0.8302844258235398,0.9677835051546392,0.8302872062663185,0.901213171577123,0.8510638297872342,0.8177269478198712,0.8736149321210372,0.8815104166666666,0.8017148981779207,0.8612099644128113,0.4803921568627451,0.3971812940422806,0.684401746032485,0.903267136450993,0.9122603137710633,0.9165023011176858,0.7834224598930482,0.800705467372134,0.8632315357209849
0.8911007025761124,0.9158415841584158,0.9461152882205514,0.8495956873315363,0.6481632653061224,0.8501633055185476,0.9913258983890954,0.9289940828402367,0.9319092122830441,0.8148148148148148,0.8161993769470405,0.8966486770548463,0.7731092436974789,0.746938775510204,0.8754119973632168,0.715018315018315,0.7971876690102758,0.7815332001198981,0.9215219976218788,0.9375,0.9101639344262296,0.753939393939394,0.7453968253968254,0.8537044302768654,0.9124537607891492,0.9688667496886675,0.9804908747640025,0.8138704742478328,0.5891980360065466,0.8529759790992396,0.970873786407767,0.9293768545994066,0.9283819628647215,0.8589185829707892,0.830967741935484,0.9037037857556337,0.7702909647779481,0.7418397626112758,0.8711233631977946,0.8204826368452031,0.8173455978975033,0.8042164650659449,0.9286998202516478,0.93573264781491,0.917799352750809,0.7782691092861654,0.7832422586520946,0.8687486377511254
0.8898254063816978,0.8622754491017963,0.8771929824561403,0.841717791411043,0.7325501036627505,0.8407123466026856,0.9851851851851853,0.9233449477351916,0.921832884097035,0.866906474820144,0.8419654714475431,0.9078469926570198,0.9576059850374063,0.8535791757049891,0.8388969521044992,0.8724584103512014,0.8549323017408124,0.8754945649877817,0.9302038295243978,0.9069767441860466,0.8907330567081605,0.7999999999999999,0.7858064516129032,0.8627440164063016,0.814030443414957,0.93711467324291,0.9670755326016786,0.8,0.46409674981103555,0.7964634798141162,0.9620710415412402,0.9341950646298472,0.9319092122830441,0.6881720430107526,0.6904906117504542,0.8413675946430678,0.7325949367088608,0.7304860088365243,0.9021218343600274,0.7892095357590966,0.8199513381995133,0.7948727307728045,0.9315566323440339,0.9371921182266011,0.9048877146631441,0.714614499424626,0.6625933469110659,0.8301688623138941
0.9479553903345725,0.8954703832752614,0.9093387866394002,0.8154639175257733,0.6809864757358791,0.8498429907021773,0.9542483660130718,0.9004676018704075,0.925903971547125,0.6017830609212481,0.6783505154639176,0.812150703163154,0.9729048519218652,0.9052369077306732,0.9554140127388535,0.7847411444141691,0.7507122507122506,0.8738018335035623,0.9475,0.9090909090909092,0.9263657957244654,0.6834355828220858,0.6553745928338762,0.8243533760942673,0.9592088998763907,0.919047619047619,0.9431968295904887,0.8176623376623378,0.6967537608867775,0.8671738894127227,0.9763275751759437,0.9195121951219513,0.9605425400739827,0.6191646191646191,0.7697031729785057,0.8490500205030005,0.9687699171446782,0.8954289292423293,0.9662205226258763,0.7854545454545455,0.744776119402985,0.8721300067740829,0.9454314720812184,0.9125964010282775,0.9192692987625221,0.716937354988399,0.6565307532826539,0.8301530560286142
0.9713574097135741,0.9273479031305376,0.9452867501647989,0.7613776137761378,0.7342747111681642,0.8679288775906426,0.9993753903810119,0.9389671361502347,0.9396951623591783,0.7600896860986546,0.6932952924393723,0.8662845334856905,0.97125,0.8777393310265283,0.8995873452544705,0.7779083431257343,0.7589403973509934,0.8570850833515453,0.9423312883435582,0.9304295220810647,0.9182879377431907,0.8523644752018453,0.8036086051353227,0.8894043657009963,0.9630086313193588,0.9147560258671371,0.9240080699394754,0.7921348314606741,0.724822695035461,0.8637460507244212,0.9712460063897763,0.9428571428571428,0.9765079365079365,0.6838124054462934,0.7664155005382132,0.8681677983478725,0.9785894206549117,0.8927137119908204,0.9063568010936432,0.8242358078602621,0.7714701601164483,0.8746731803432172,0.931758530183727,0.9294554455445545,0.9298981426003594,0.5606536769327467,0.56375,0.7831031590522776
0.9569620253164557,0.8806057076295866,0.9232839838492598,0.7139434595112603,0.42123893805309737,0.7792068228719318,0.9854522454142948,0.9226260257913247,0.9333333333333333,0.7610132158590309,0.6929133858267716,0.859067641244951,0.9658172778123059,0.9103528050896472,0.9417989417989417,0.7285407725321889,0.6111975116640747,0.8315414617794318,0.9064574532287266,0.8975175047740293,0.918819188191882,0.8402032749858837,0.7752727272727272,0.8676540296906496,0.9553001277139208,0.8621089223638471,0.9254533243787776,0.7661971830985915,0.6551246537396123,0.8328368422589499,0.9770408163265306,0.9149184149184149,0.9333333333333333,0.812933025404157,0.7884097035040432,0.8853270586972958,0.9757311761045426,0.9162790697674419,0.9459815546772068,0.6943435391800726,0.5309446254071661,0.8126559930272861,0.9147762109135499,0.9183417085427136,0.9405204460966543,0.8354002254791432,0.7804175665946724,0.8778912315253466
0.9686716791979949,0.8759776536312849,0.8850174216027874,0.7489316239316238,0.6212700841622035,0.8199736925051789,0.9974937343358395,0.9296920395119118,0.9333333333333333,0.7017721518987342,0.5149006622516555,0.8154383842662949,0.9755178907721281,0.8685082872928177,0.8644428672817601,0.7097469036079699,0.5950413223140496,0.8026514542537451,0.9348807221147647,0.9230769230769231,0.9491307147456535,0.8347010550996483,0.8093333333333333,0.8902245496740646,0.889958734525447,0.843522153673584,0.9417989417989417,0.6774386594853382,0.5987341772151898,0.7902905333397001,0.9594855305466238,0.9210987726475746,0.9333333333333333,0.7590027700831025,0.6592022393282015,0.8464245291877671,0.9636591478696742,0.9098265895953757,0.940554821664465,0.6876640419947506,0.5179282868525896,0.803926577595371,0.9641283826305853,0.9046511627906977,0.9428571428571428,0.8657565415244596,0.7482993197278913,0.8851385099061554
0.8807870370370371,0.9536423841059603,0.9809885931558935,0.7655677655677656,0.6222222222222221,0.8406416004177759,0.9950186799501868,0.9291244788564622,0.9333333333333333,0.7561904761904761,0.5542600896860985,0.8335854116033112,0.9749373433583959,0.935627788400255,0.9746757257566399,0.8333333333333334,0.8034188034188033,0.9043985988534855,0.9495207667731628,0.9292307692307692,0.8957973517559009,0.8543046357615894,0.7089611419508326,0.867562933094451,0.896149358226371,0.9599027946537059,0.9649458253664754,0.7881656804733727,0.6647356987690081,0.8547798714977867,0.994392523364486,0.9299287410926365,0.9333333333333333,0.7786499215070644,0.6830769230769231,0.8638762884748886,0.974294670846395,0.9376558603491272,0.9778621125869703,0.7786885245901639,0.6829652996845427,0.8702932936114398,0.9426176660219213,0.9360675512665863,0.9527317372621239,0.8387096774193549,0.7496159754224271,0.8839485214784827
0.9655172413793103,0.8992601024473535,0.9196488858879136,0.8159311087190527,0.7150496562261268,0.8630813989319513,0.9987515605493134,0.9349736379613357,0.9333333333333333,0.7471042471042473,0.5308310991957105,0.828998775628788,0.9648682559598495,0.8595696489241224,0.8795518207282913,0.8168713294180459,0.7572815533980582,0.8556285216856734,0.95125,0.9118505545826037,0.9360877985797288,0.8267379679144385,0.7034700315457414,0.8658792705245025,0.9497422680412371,0.9274853801169591,0.9809160305343511,0.7711442786069651,0.7406931964056482,0.8739962307410322,0.9925465838509316,0.9295441089402013,0.92904953145917,0.7571277719112989,0.654988575780655,0.8526513143884513,0.9533291848164281,0.9230769230769231,0.9737683941138836,0.8168688619295206,0.7912388774811773,0.8916564482835866,0.9061224489795918,0.9175500588928152,0.8702975856260527,0.8381471389645777,0.6661184210526316,0.8396471307031339
