multi_veg0,multi_shadow0,multi_water0,multi_road0,multi_building0,multi_total0,multi_veg1,multi_shadow1,multi_water1,multi_road1,multi_building1,multi_total1,multi_veg2,multi_shadow2,multi_water2,multi_road2,multi_building2,multi_total2,multi_veg3,multi_shadow3,multi_water3,multi_road3,multi_building3,multi_total3,multi_veg4,multi_shadow4,multi_water4,multi_road4,multi_building4,multi_total4,multi_veg5,multi_shadow5,multi_water5,multi_road5,multi_building5,multi_total5,multi_veg6,multi_shadow6,multi_water6,multi_road6,multi_building6,multi_total6,self_veg0,self_shadow0,self_water0,self_road0,self_building0,self_total0,self_veg1,self_shadow1,self_water1,self_road1,self_building1,self_total1,self_veg2,self_shadow2,self_water2,self_road2,self_building2,self_total2,self_veg3,self_shadow3,self_water3,self_road3,self_building3,self_total3,self_veg4,self_shadow4,self_water4,self_road4,self_building4,self_total4,self_veg5,self_shadow5,self_water5,self_road5,self_building5,self_total5,self_veg6,self_shadow6,self_water6,self_road6,self_building6,self_total6
0.9581511555277951,0.9512341962673089,0.9867507886435332,0.7193932827735645,0.5692425401683243,0.8369543926761052,0.9968847352024921,0.9315068493150686,0.9354624085163007,0.7917087967644085,0.6720647773279352,0.8655255134252411,0.9712889431887598,0.9183303085299456,0.9038587311968607,0.7206418672501824,0.7790055248618785,0.8586250750055254,0.9685767097966728,0.8402860548271751,0.9405940594059405,0.7981275599765946,0.7045123726346433,0.8504193513282052,0.9577639751552794,0.9495440729483282,0.9790476190476192,0.8537414965986395,0.8036984352773827,0.9087591198054498,0.955223880597015,0.9473684210526316,0.962915601023018,0.9053030303030303,0.9245624622812312,0.9390746790513853,0.923076923076923,0.9425867507886435,0.9115734720416125,0.855,0.8580285182889027,0.8980531328392164,0.9461827284105131,0.9508393285371702,0.9796696315120711,0.7238605898123324,0.5714285714285715,0.8343961699401317,0.995638629283489,0.9372037914691942,0.9354624085163007,0.8391987005955603,0.7811348563006633,0.8977276772330415,0.9712889431887598,0.9186602870813397,0.8970099667774086,0.7442508710801393,0.7812678469446032,0.8624955830144501,0.9673041332510796,0.8471148126115408,0.9557739557739559,0.7631901840490797,0.6791666666666667,0.8425099504704645,0.918354818907305,0.9323758228605625,0.9778340721975934,0.8333333333333334,0.7494521548575602,0.882270040431271,0.957510472770796,0.9515072083879423,0.9535175879396984,0.8964630225080386,0.9227053140096618,0.9363407211232274,0.9251048532055122,0.9488958990536278,0.9181401440733465,0.845873786407767,0.8427753023551877,0.8961579970190883
0.9584133077415229,0.920838183934808,0.9459815546772068,0.8433451118963488,0.8010645375914837,0.8939285391682741,0.9993746091307067,0.9349881796690307,0.9354624085163007,0.8616125150421179,0.8575129533678757,0.9177901331452064,0.9714993804213135,0.8857938718662953,0.8830083565459609,0.8724179829890644,0.831013916500994,0.8887467016647256,0.9746444032158318,0.8258274552360282,0.8183161004431315,0.7524752475247525,0.7528662420382166,0.8248258896915921,0.9767149150409062,0.8584219362059318,0.8628287135749823,0.8604091456077015,0.8617363344051447,0.8840222089669334,0.9766009852216749,0.9439309919901417,0.9115281501340482,0.8078994614003591,0.879245283018868,0.9038409743530182,0.9380087664370695,0.9321321321321321,0.9010554089709762,0.848,0.7907608695652174,0.8819914354210792,0.9290646578782172,0.9400593471810089,0.9829437776373974,0.681594756963408,0.5076452599388378,0.8082615599197739,0.9975,0.9386792452830188,0.9354624085163007,0.776386404293381,0.7532808398950132,0.8802617795975428,0.9638854296388544,0.8972911963882618,0.8896551724137932,0.7312454479242533,0.7804335742078933,0.8525021641146111,0.9546827794561935,0.8437132784958872,0.9416243654822336,0.7320852162685604,0.6693017127799736,0.8282814704965696,0.8967623701893709,0.8914417001723148,0.9672447013487476,0.8813559322033899,0.8110403397027601,0.8895690087233168,0.978328173374613,0.9418248622167789,0.9289276807980051,0.8730569948186527,0.8915211970074813,0.9227317816431062,0.9113607990012484,0.9168618266978923,0.911957950065703,0.7523338824821527,0.6429101707498145,0.8270849257993623
0.9625935162094762,0.9622871046228709,0.9848675914249684,0.8422818791946309,0.7750362844702468,0.9054132751844386,0.9821318545902649,0.9649661954517516,0.9744245524296675,0.8521089161772558,0.7783701447067785,0.9104003326711437,0.9659367396593674,0.9425149700598803,0.9289980092899801,0.8682559598494354,0.8555205047318613,0.912245236718105,0.9176470588235294,0.8078141499472016,0.8041853512705531,0.6846100759144238,0.7241784037558686,0.7876870079423153,0.9842866121935889,0.9193548387096775,0.9545163356822549,0.8117797695262484,0.8446833930704898,0.9029241898364518,0.9580838323353293,0.9499675113710202,0.9063052445492045,0.9051282051282051,0.8774445893089962,0.919385876538551,0.9161747343565525,0.9512820512820513,0.9236739974126779,0.8522660388463802,0.8394403730846103,0.8965674389964545,0.9621822690638561,0.9610705596107056,0.9823008849557522,0.8377935554341889,0.7518796992481204,0.8990453936625246,0.987012987012987,0.9831355402873204,0.9868173258003767,0.8553054662379421,0.7876039304610732,0.9199750499599397,0.967113276492083,0.9343675417661097,0.9192795196797864,0.8574766355140186,0.823929299796057,0.900433254649611,0.908641975308642,0.8149732620320855,0.8237885462555066,0.7296587926509186,0.7315270935960592,0.8017179339686424,0.9874686716791979,0.9260651629072683,0.9593908629441624,0.8608058608058609,0.8795483061480551,0.9226557728969089,0.9649758454106281,0.9496402877697843,0.9006246450880182,0.857912457912458,0.8553218610579987,0.9056950194477774,0.9129411764705883,0.9341161121983039,0.9150159744408946,0.8521939953810624,0.8272108843537415,0.8882956285689181
0.97636815920398,0.891022021456804,0.89196675900277,0.8316946211683054,0.7831491712707181,0.8748401464205156,0.9918290383406663,0.9239835002946375,0.9361702127659575,0.8479108635097494,0.8152866242038217,0.9030360478229665,0.9733746130030959,0.8866666666666667,0.8652482269503545,0.8535031847133758,0.8052486187845305,0.8768082620236047,0.9523809523809526,0.7947643979057593,0.7682832948421863,0.7575757575757576,0.7349081364829396,0.801582507837519,0.9725343320848939,0.8647425014148274,0.8740323715693173,0.8364849833147943,0.8031161473087818,0.8701820671385231,0.9685138539042821,0.8686416992733371,0.93993399339934,0.8244457759137207,0.8728283530229326,0.8948727351027226,0.9259032455603183,0.9458966565349544,0.9185282522996058,0.8220472440944883,0.7320463320463321,0.8688843461071397,0.940289126335638,0.937906564163217,0.9809402795425667,0.8453837597330366,0.7518573551263001,0.8912754169801517,0.9566310496543055,0.9038572251007484,0.93687707641196,0.8709677419354839,0.8151935719503287,0.8967053330105652,0.9606986899563319,0.8988636363636364,0.9100743745774172,0.8840315725561628,0.8471211118464593,0.9001578770600016,0.8822023047375159,0.7762096774193549,0.7945823927765238,0.7137096774193549,0.725717776420281,0.7784843657546062,0.9835858585858586,0.9202159568086382,0.9481967213114756,0.7999999999999998,0.8336293664890467,0.8971255806390038,0.9750623441396509,0.8569651741293532,0.9455737704918034,0.7889413351314903,0.8573033707865169,0.8847691989357629,0.9129411764705883,0.9319899244332494,0.903353057199211,0.8424170616113744,0.8210246174318031,0.8823451674292452
0.9477658904971681,0.9468021518230723,0.9829437776373974,0.8420434527304757,0.7823691460055097,0.9003848837387246,0.9975031210986267,0.9711124769514444,0.9776357827476039,0.8521536670547148,0.8333333333333334,0.9263476762371446,0.9604863221884498,0.8767676767676768,0.8900646678424458,0.8277747402952432,0.744776119402985,0.8599739052993602,0.9511731135066582,0.8351648351648352,0.8715789473684211,0.7563781890945473,0.569974554707379,0.7968539279683682,0.9913258983890954,0.9244497323022011,0.9313790806129247,0.740566037735849,0.7148541114058355,0.8605149720891812,0.9650180940892642,0.9528795811518325,0.8940628637951105,0.9051282051282051,0.8684895833333334,0.9171156654995491,0.9692496924969248,0.9557522123893805,0.9695463020509634,0.8762254901960784,0.8588007736943907,0.9259148941655475,0.9409571162212554,0.953125,0.9855072463768116,0.8394160583941607,0.7834224598930482,0.9004855761770553,0.9950124688279303,0.9583584791792397,0.961038961038961,0.8882138517618469,0.8770122343850612,0.9359271990386079,0.9577804583835947,0.910810810810811,0.908982748364069,0.8223295759527643,0.7405159332321699,0.8680839053486819,0.9190535491905354,0.8123997862105827,0.8234432234432234,0.6990394877267876,0.5467289719626167,0.7601330037067492,0.9876543209876543,0.9064327485380117,0.9095853161114887,0.7075987841945289,0.6949806949806949,0.8412503729624757,0.9672727272727273,0.9551656920077973,0.8521358159912378,0.9018843404808318,0.8381742738589211,0.9029265699223031,0.9634221946683199,0.9561904761904763,0.9642416769420468,0.8587291795188157,0.8489483747609943,0.9183063804161307
0.9698870765370138,0.9090909090909091,0.9268947015425889,0.8299155609167672,0.7992100065832785,0.8869996509341115,0.9974968710888611,0.931924882629108,0.9361702127659575,0.8635032220269478,0.843308675184936,0.9144807727391622,0.9760295021511985,0.8990929705215419,0.883623693379791,0.8818897637795275,0.8496388706500329,0.8980549600964184,0.9457267623206488,0.7916883116883117,0.7767584097859327,0.7492182614133834,0.7361022364217252,0.7998987963260004,0.9792583280955374,0.8576214405360133,0.8603988603988605,0.8607442977190877,0.8617571059431524,0.8839560065385301,0.974422956955708,0.923076923076923,0.9038340666247642,0.8646616541353385,0.8662752772341814,0.9064541756053831,0.9639924194567278,0.9284425736620564,0.9662205226258763,0.86524002313476,0.8282967032967034,0.9104384484352247,0.9009370816599733,0.8812810601877417,0.9815873015873016,0.835875533862111,0.7643484132343011,0.8728058781062857,0.9829222011385199,0.9132207338380897,0.941875825627477,0.8370414912808178,0.8249180327868852,0.8999956569343579,0.9679802955665026,0.8665377176015474,0.8870192307692308,0.7980132450331126,0.704225352112676,0.8447551682166138,0.8914879792072774,0.7754475703324808,0.8191176470588235,0.6030395136778115,0.5383077948034645,0.7254801010159715,0.9913258983890954,0.893348623853211,0.8904299583911235,0.6564885496183206,0.6756756756756757,0.8214537411854852,0.967453733248245,0.9408175716900549,0.8780767029192902,0.8977556109725685,0.8426888426888427,0.9053584923038003,0.9717159019484601,0.941318814277072,0.968065122103945,0.8380592312539382,0.8167938931297709,0.9071905925426372
0.9608585858585859,0.9542961608775137,0.98125,0.8675136116152451,0.8331143232588699,0.9194065363220429,0.975609756097561,0.9556103575832305,0.9610721123165284,0.8898203592814371,0.8634243837441706,0.9291073938045855,0.9566787003610109,0.9066985645933013,0.9142857142857144,0.8598761958356781,0.7664936990363233,0.8808065748224055,0.902589395807645,0.8681380871533673,0.928476821192053,0.8207964601769911,0.7161639597834494,0.8472329448227013,0.9794903666873834,0.9352692075015125,0.9539857420609201,0.804203539823009,0.7498197548666186,0.8845537221878886,0.9692874692874692,0.9110225763612217,0.8440129449838187,0.9096109839816934,0.8862047043865227,0.9040277358001452,0.957062850031114,0.9159497021839841,0.9193643319599764,0.8372093023255814,0.7691154422788606,0.8797403257559033,0.9557975656630364,0.9514097180563887,0.9824120603015074,0.8822843822843823,0.8415300546448088,0.9226867561900247,0.9840098400984011,0.9545178896300789,0.9571984435797665,0.8777844671884407,0.859395532194481,0.9265812345382336,0.9607250755287008,0.9182692307692308,0.9290322580645162,0.8372591006423983,0.7110055423594617,0.8712582414728616,0.9227848101265822,0.8555617044825677,0.9155975692099934,0.8289017341040462,0.7774607703281027,0.8600613176502584,0.9789081885856079,0.9419588875453447,0.9578195976638547,0.807796426637791,0.7369985141158989,0.8846963229096994,0.9758214507129571,0.9259259259259259,0.8758256274768823,0.8865406006674083,0.9025844930417495,0.9133396195649848,0.9510835913312694,0.8990578734858681,0.8747203579418343,0.8412607449856734,0.7452415812591507,0.8622728298007591
0.9690851735015773,0.9273153575615476,0.9590110605074821,0.8514619883040937,0.8071135430916553,0.9027974245932712,0.9975031210986267,0.929460580912863,0.9354624085163007,0.8445714285714285,0.821673525377229,0.9057342128952895,0.9709697344039532,0.9264877479579932,0.9268947015425889,0.8512585812356981,0.803921568627451,0.8959064667535368,0.9638854296388544,0.8251900108577633,0.832116788321168,0.7616209773539929,0.726063829787234,0.8217754071918025,0.9642633228840125,0.8781583380123525,0.9199731002017484,0.8438769587928033,0.768033946251768,0.8748611332285369,0.9718826405867972,0.9427148194271482,0.8706199460916443,0.8623024830699774,0.8841544607190412,0.9063348699789215,0.9580036518563604,0.9555006180469716,0.9590110605074821,0.8279978296256105,0.7682119205298013,0.8937450161132451,0.9466237942122188,0.93679858239811,0.9848866498740554,0.869212962962963,0.8175487465181058,0.9110141471930906,0.9762050030506406,0.9336521219366407,0.9329829172141919,0.8852056476365868,0.8640208197787899,0.9184133019233699,0.9627329192546583,0.8625000000000002,0.9132124352331606,0.8816091954022989,0.7682020802377415,0.8776513260255719,0.8905565978736711,0.8309232480533926,0.9059829059829059,0.770820668693009,0.709812108559499,0.8216191058324955,0.9653035935563816,0.9181286549707602,0.9340439706862091,0.7997775305895439,0.7378358750907771,0.8710179249787343,0.9730069052102951,0.9269490484960099,0.8561827956989247,0.8421610169491526,0.7275320970042797,0.8651663726717325,0.9633838383838385,0.932301740812379,0.8858603066439522,0.872871736662883,0.7719821162444113,0.8852799477494928
0.9667487684729064,0.9279711884753903,0.9494418910045962,0.6263297872340425,0.6571598336304219,0.8255302937634714,0.9857936998147004,0.9623115577889447,0.9711417816813049,0.8385202583675865,0.809651474530831,0.9134837544366734,0.9586877278250303,0.8818635607321131,0.8837856645789839,0.838915470494418,0.7007299270072992,0.8527964701275688,0.9273399014778324,0.8645016797312429,0.89196675900277,0.7128491620111731,0.603244837758112,0.7999804679962261,0.9100467289719626,0.9205970149253732,0.9515072083879423,0.8711864406779661,0.7668944570994685,0.8840463700125426,0.9701863354037267,0.9389027431421447,0.9634849455477258,0.8860335195530727,0.8724738675958188,0.9262162822484978,0.854006586169045,0.7563150074294206,0.9571078431372549,0.7777777777777777,0.8184855233853006,0.8327385475797598,0.9679012345679012,0.9056824838898653,0.9240080699394754,0.6572890025575447,0.6584463625154131,0.82266543069404,0.9888475836431228,0.9711833231146536,0.9777777777777777,0.8254335260115607,0.7779310344827586,0.9082346490059747,0.9599514563106796,0.9028960817717206,0.8882720333102012,0.8251968503937008,0.6987951807228915,0.8550223205018388,0.94625,0.8770726129216696,0.9124236252545825,0.7411894273127755,0.6534508076358296,0.8260772946249713,0.9213483146067415,0.9259917110716401,0.9480604865220249,0.8539944903581268,0.7367601246105919,0.877231025433825,0.9687691365584813,0.9583600256245998,0.9509241555130656,0.8416532474503488,0.8253275109170305,0.9090068152127052,0.8384991843393148,0.7315233785822021,0.96241528034504,0.7626886145404662,0.8015963511972634,0.8193445618008572
0.9700374531835205,0.8829131652661064,0.8842398884239888,0.8421052631578948,0.8019060585432266,0.8762403657149475,0.9962593516209476,0.9293768545994066,0.934131736526946,0.8582995951417004,0.8411088573360378,0.9118352790450077,0.9740740740740741,0.8771349862258953,0.8513998564249821,0.8687572590011614,0.8234482758620689,0.8789628903176365,0.9501216545012166,0.8094736842105263,0.7692307692307693,0.7517284726587051,0.7322683706070288,0.8025645902416493,0.9786967418546366,0.8584269662921348,0.8676574663835811,0.8484136310223266,0.8402915838303513,0.878697277876606,0.9748311847759361,0.9262644728823889,0.933421226104153,0.8498550724637681,0.8884408602150539,0.91456256328826,0.947172156619018,0.9458307973219721,0.9455252918287937,0.8508042151968941,0.8039914468995011,0.8986647815732358,0.9474350854971502,0.9166180758017493,0.9354624085163007,0.623768877216021,0.6142857142857142,0.8075140322633871,0.9566310496543055,0.9387755102040817,0.9528598365807668,0.7494481236203091,0.6393088552915767,0.847404675070208,0.9684601113172543,0.8824833702882484,0.8905817174515235,0.8043933054393306,0.6492232215862633,0.8390283452165241,0.896551724137931,0.8405008165487208,0.9033584647018505,0.6880952380952382,0.6088173547935619,0.7874647196554604,0.9011663597298957,0.8626126126126127,0.9185185185185185,0.8648954211418881,0.7770320656226696,0.864844995525117,0.9710691823899371,0.9601494396014943,0.9632495164410058,0.8721058434399117,0.8644892286309938,0.9262126421006686,0.9334960341671751,0.8843626806833116,0.9421052631578948,0.7216093445814407,0.8121484814398201,0.8587443608059285
